"","unique_lt","annot_site_detected","alt_site_detected","riboseq_reads_detected"
"1622","b1608_1682159",TRUE,TRUE,TRUE
"1623","b1609_1682882",TRUE,FALSE,TRUE
"1624","b1610_1684259",TRUE,FALSE,TRUE
"1625","b1611_1686588",TRUE,FALSE,TRUE
"1626","b1612_1688377",TRUE,FALSE,TRUE
"1627","b1613_1688576",TRUE,TRUE,TRUE
"1628","b1614_1689852",TRUE,FALSE,TRUE
"1629","b1615_1692851",TRUE,FALSE,TRUE
"1630","b1616_1694263",TRUE,FALSE,TRUE
"1631","b1617_1696071",TRUE,FALSE,TRUE
"1632","b1618_1697052",TRUE,TRUE,TRUE
"1633","b1619_1698040",TRUE,FALSE,TRUE
"1634","b1620_1699180",TRUE,TRUE,TRUE
"1635","b1621_1699355",TRUE,TRUE,TRUE
"1636","b1622_1700957",TRUE,TRUE,TRUE
"1637","b1623_1702233",FALSE,FALSE,TRUE
"1638","b1624_1704308",TRUE,TRUE,TRUE
"1639","b4409_1704551",TRUE,FALSE,TRUE
"1640","b1625_1704949",TRUE,FALSE,TRUE
"1641","b1626_1705250",FALSE,FALSE,TRUE
"1642","b1627_1705767",TRUE,TRUE,TRUE
"1643","b1628_1706348",TRUE,FALSE,TRUE
"1644","b1629_1706919",FALSE,FALSE,FALSE
"1645","b1630_1709142",TRUE,FALSE,TRUE
"1646","b1631_1710204",FALSE,FALSE,TRUE
"1647","b1632_1710828",TRUE,FALSE,TRUE
"1648","b1633_1711523",TRUE,FALSE,TRUE
"1649","b1634_1712769",TRUE,FALSE,TRUE
"1650","b1635_1714377",TRUE,FALSE,TRUE
"1651","b1636_1715889",FALSE,FALSE,TRUE
"1652","b1637_1717222",TRUE,FALSE,TRUE
"1653","b1638_1718007",TRUE,FALSE,TRUE
"1654","b1639_1718395",TRUE,FALSE,TRUE
"1655","b1640_1719602",TRUE,FALSE,TRUE
"1656","b1641_1719876",TRUE,FALSE,TRUE
"1657","b1642_1720824",TRUE,FALSE,TRUE
"1658","b1643_1721025",TRUE,FALSE,TRUE
"1659","b1644_1721264",FALSE,FALSE,TRUE
"1660","b1645_1722121",FALSE,FALSE,TRUE
"1661","b1646_1724655",TRUE,FALSE,TRUE
"1662","b1647_1725632",TRUE,FALSE,TRUE
"1663","b1648_1725920",TRUE,FALSE,TRUE
"1664","b1649_1726023",FALSE,TRUE,TRUE
"1665","b1650_1726659",TRUE,FALSE,TRUE
"1666","b1651_1727837",TRUE,FALSE,TRUE
"1667","b1652_1728347",TRUE,FALSE,TRUE
"1668","b1653_1729087",TRUE,FALSE,TRUE
"1669","b1654_1734101",TRUE,FALSE,TRUE
"1670","b1655_1734435",TRUE,FALSE,TRUE
"1671","b1656_1735378",TRUE,FALSE,TRUE
"1672","b1657_1737290",TRUE,TRUE,TRUE
"1673","b4602_1737545",TRUE,FALSE,TRUE
"1674","b1658_1737844",TRUE,TRUE,TRUE
"1675","b1659_1739798",TRUE,TRUE,TRUE
"1676","b1660_1739911",TRUE,FALSE,TRUE
"1677","b1661_1741413",TRUE,FALSE,TRUE
"1678","b1662_1743242",TRUE,FALSE,TRUE
"1679","b1663_1743457",TRUE,TRUE,TRUE
"1680","b1664_1746127",TRUE,FALSE,TRUE
"1681","b1667_1746700",TRUE,TRUE,TRUE
"1682","b1668_1747131",TRUE,FALSE,TRUE
"1683","b1669_1749559",FALSE,TRUE,TRUE
"1684","b1670_1750348",TRUE,FALSE,TRUE
"1685","b1671_1751013",FALSE,TRUE,TRUE
"1686","b1672_1751724",FALSE,TRUE,TRUE
"1687","b1673_1753830",TRUE,FALSE,TRUE
"1688","b1674_1754477",TRUE,FALSE,TRUE
"1689","b1675_1755141",TRUE,FALSE,TRUE
"1690","b1676_1755698",TRUE,TRUE,TRUE
"1691","b1677_1757421",TRUE,FALSE,TRUE
"1692","b1678_1758725",TRUE,FALSE,TRUE
"1693","b1679_1759290",TRUE,FALSE,TRUE
"1694","b1680_1760523",TRUE,FALSE,TRUE
"1695","b1681_1761791",TRUE,FALSE,TRUE
"1696","b1682_1762512",TRUE,FALSE,TRUE
"1697","b1683_1764009",FALSE,FALSE,TRUE
"1698","b1684_1764386",TRUE,FALSE,TRUE
"1699","b1685_1765122",TRUE,TRUE,TRUE
"1700","b1686_1765632",TRUE,FALSE,TRUE
"1701","b1687_1768685",TRUE,TRUE,TRUE
"1702","b1688_1769074",TRUE,FALSE,TRUE
"1703","b1689_1770615",FALSE,FALSE,TRUE
"1704","b1690_1771071",FALSE,FALSE,TRUE
"1705","b1691_1772512",TRUE,FALSE,TRUE
"1706","b1692_1773789",TRUE,FALSE,TRUE
"1707","b1693_1774686",TRUE,FALSE,TRUE
"1708","b1694_1775587",TRUE,TRUE,TRUE
"1709","b1695_1777196",TRUE,FALSE,TRUE
"1710","b1696_1779301",TRUE,FALSE,TRUE
"1711","b1697_1779617",TRUE,FALSE,TRUE
"1712","b1698_1780401",TRUE,TRUE,TRUE
"1713","b1699_1781395",TRUE,FALSE,TRUE
"1714","b1700_1782681",FALSE,FALSE,TRUE
"1715","b1701_1783031",TRUE,FALSE,TRUE
"1716","b1702_1787112",TRUE,TRUE,TRUE
"1717","b1703_1787445",TRUE,FALSE,TRUE
"1718","b1704_1788435",TRUE,FALSE,TRUE
"1719","b1705_1789613",TRUE,FALSE,TRUE
"1720","b1706_1791244",TRUE,FALSE,TRUE
"1721","b1707_1792020",TRUE,FALSE,TRUE
"1722","b1708_1792731",TRUE,FALSE,TRUE
"1723","b1709_1793558",TRUE,FALSE,TRUE
"1724","b1710_1794109",TRUE,FALSE,TRUE
"1725","b1711_1795152",FALSE,TRUE,TRUE
"1726","b1712_1795552",TRUE,FALSE,TRUE
"1727","b1713_1797944",TRUE,FALSE,TRUE
"1728","b1714_1798942",TRUE,FALSE,TRUE
"1729","b1715_1799270",FALSE,TRUE,TRUE
"1730","b1716_1799749",TRUE,FALSE,TRUE
"1731","b1717_1799999",TRUE,TRUE,TRUE
"1732","b1718_1800638",TRUE,TRUE,TRUE
"1733","b1719_1802570",FALSE,FALSE,TRUE
"1734","b4494_1803094",TRUE,FALSE,TRUE
"1735","b4494_1803518",FALSE,TRUE,TRUE
"1736","b4535_1805165",FALSE,FALSE,TRUE
"1737","b1722_1806083",TRUE,FALSE,TRUE
"1738","b1723_1806370",TRUE,FALSE,TRUE
"1739","b1724_1807400",TRUE,FALSE,TRUE
"1740","b1725_1807796",TRUE,FALSE,TRUE
"1741","b1726_1809233",TRUE,FALSE,TRUE
"1742","b1727_1809380",TRUE,FALSE,TRUE
"1743","b1728_1810211",TRUE,FALSE,TRUE
"1744","b1729_1810934",TRUE,FALSE,TRUE
"1745","b1730_1813132",TRUE,FALSE,TRUE
"1746","b1731_1813663",TRUE,FALSE,TRUE
"1747","b1732_1813867",TRUE,FALSE,TRUE
"1748","b1733_1817135",TRUE,FALSE,TRUE
"1749","b1734_1818500",TRUE,FALSE,TRUE
"1750","b1735_1819447",TRUE,FALSE,TRUE
"1751","b1736_1819805",TRUE,FALSE,TRUE
"1752","b1737_1821214",TRUE,TRUE,TRUE
"1753","b1738_1821619",TRUE,FALSE,TRUE
"1754","b1739_1822256",TRUE,FALSE,TRUE
"1755","b1740_1822458",TRUE,FALSE,TRUE
"1756","b1741_1823515",FALSE,TRUE,TRUE
"1757","b1742_1824937",TRUE,FALSE,TRUE
"1758","b1743_1825625",TRUE,FALSE,TRUE
"1759","b1744_1826923",FALSE,FALSE,TRUE
"1760","b1745_1828259",TRUE,FALSE,TRUE
"1761","b1746_1829734",TRUE,TRUE,TRUE
"1762","b1747_1830765",FALSE,FALSE,FALSE
"1763","b1748_1831982",TRUE,FALSE,TRUE
"1764","b1749_1832428",TRUE,FALSE,TRUE
"1765","b1750_1833401",TRUE,FALSE,TRUE
"1766","b1751_1834116",TRUE,FALSE,TRUE
"1767","b1752_1834808",TRUE,TRUE,TRUE
"1768","b1753_1835515",FALSE,FALSE,TRUE
"1769","b1754_1836073",TRUE,FALSE,TRUE
"1770","b1755_1837212",FALSE,FALSE,TRUE
"1771","b1756_1838747",FALSE,FALSE,TRUE
"1772","b1757_1839467",TRUE,FALSE,TRUE
"1773","b1758_1841403",TRUE,FALSE,TRUE
"1774","b1759_1841490",TRUE,TRUE,TRUE
"1775","b1760_1842135",TRUE,FALSE,TRUE
"1776","b1761_1842371",TRUE,FALSE,TRUE
"1777","b1762_1844871",TRUE,TRUE,TRUE
"1778","b1763_1846960",FALSE,TRUE,TRUE
"1779","b1764_1848008",TRUE,FALSE,TRUE
"1780","b1765_1848676",TRUE,FALSE,TRUE
"1781","b1766_1848837",TRUE,FALSE,TRUE
"1782","b1767_1850860",TRUE,TRUE,TRUE
"1783","b1768_1851887",TRUE,TRUE,TRUE
"1784","b1769_1853979",TRUE,TRUE,TRUE
"1785","b1770_1854854",TRUE,FALSE,TRUE
"1786","b1771_1855971",TRUE,TRUE,TRUE
"1787","b1772_1856928",TRUE,FALSE,TRUE
"1788","b1773_1857769",TRUE,FALSE,TRUE
"1789","b1774_1858833",TRUE,FALSE,TRUE
"1790","b1775_1860229",TRUE,FALSE,TRUE
"1791","b1776_1861332",TRUE,TRUE,TRUE
"1792","b1777_1861974",TRUE,FALSE,TRUE
"1793","b1778_1862429",TRUE,TRUE,TRUE
"1794","b1779_1862771",TRUE,FALSE,TRUE
"1795","b1780_1863850",TRUE,TRUE,TRUE
"1796","b1781_1865636",TRUE,FALSE,TRUE
"1797","b1782_1866472",TRUE,FALSE,TRUE
"1798","b1783_1866908",TRUE,FALSE,TRUE
"1799","b1784_1868955",TRUE,TRUE,TRUE
"1800","b1785_1870385",TRUE,FALSE,TRUE
"1801","b1786_1872041",TRUE,FALSE,TRUE
"1802","b1787_1873574",TRUE,FALSE,TRUE
"1803","b1788_1874182",TRUE,FALSE,TRUE
"1804","b1789_1874352",TRUE,FALSE,TRUE
"1805","b1790_1875576",TRUE,TRUE,TRUE
"1806","b1791_1875673",FALSE,FALSE,TRUE
"1807","b1792_1876909",TRUE,FALSE,TRUE
"1808","b1793_1877532",TRUE,FALSE,TRUE
"1809","b1794_1877715",TRUE,FALSE,TRUE
"1810","b4676_1878773",TRUE,TRUE,TRUE
"1811","b4675_1878874",FALSE,TRUE,TRUE
"1812","b1795_1879255",TRUE,FALSE,TRUE
"1813","b1796_1879585",TRUE,FALSE,TRUE
"1814","b1797_1879948",TRUE,FALSE,TRUE
"1815","b1798_1880759",TRUE,FALSE,TRUE
"1816","b1799_1881809",TRUE,FALSE,TRUE
"1817","b1800_1881912",TRUE,FALSE,TRUE
"1818","b1801_1883188",FALSE,FALSE,TRUE
"1819","b1802_1884665",TRUE,FALSE,TRUE
"1820","b1803_1885845",TRUE,FALSE,TRUE
"1821","b1804_1887991",TRUE,FALSE,TRUE
"1822","b1805_1889746",TRUE,FALSE,TRUE
"1823","b1806_1890532",TRUE,FALSE,TRUE
"1824","b1807_1891267",TRUE,TRUE,TRUE
"1825","b1808_1893235",FALSE,TRUE,TRUE
"1826","b1809_1893367",TRUE,FALSE,TRUE
"1827","b1810_1894133",TRUE,FALSE,TRUE
"1828","b1811_1894731",TRUE,FALSE,TRUE
"1829","b1812_1894805",TRUE,FALSE,TRUE
"1830","b1813_1896170",TRUE,FALSE,TRUE
"1831","b1814_1896932",TRUE,FALSE,TRUE
"1832","b1815_1898427",FALSE,FALSE,TRUE
"1833","b1816_1901585",TRUE,FALSE,TRUE
"1834","b1817_1902048",TRUE,FALSE,TRUE
"1835","b1818_1903082",TRUE,FALSE,TRUE
"1836","b1819_1903895",TRUE,FALSE,TRUE
"1837","b1820_1904801",TRUE,FALSE,TRUE
"1838","b1821_1905688",TRUE,FALSE,TRUE
"1839","b1822_1907060",TRUE,TRUE,TRUE
"1840","b1823_1907435",TRUE,FALSE,TRUE
"1841","b1824_1907591",FALSE,FALSE,TRUE
"1842","b1825_1908548",TRUE,FALSE,TRUE
"1843","b1826_1908766",TRUE,FALSE,TRUE
"1844","b4536_1908925",TRUE,FALSE,TRUE
"1845","b1827_1910099",TRUE,FALSE,TRUE
"1846","b1828_1910276",FALSE,FALSE,TRUE
"1847","b1829_1912576",TRUE,FALSE,TRUE
"1848","b1830_1914816",TRUE,FALSE,TRUE
"1849","b1831_1915534",TRUE,TRUE,TRUE
"1850","b1832_1916128",TRUE,FALSE,TRUE
"1851","b1833_1916258",TRUE,FALSE,TRUE
"1852","b1834_1917510",TRUE,FALSE,TRUE
"1853","b1835_1920223",FALSE,FALSE,TRUE
"1854","b1836_1921780",TRUE,FALSE,TRUE
"1855","b1837_1922121",FALSE,FALSE,TRUE
"1856","b1838_1922969",TRUE,FALSE,TRUE
"1857","b1839_1923706",TRUE,TRUE,TRUE
"1858","b1840_1924591",FALSE,FALSE,TRUE
"1859","b1841_1924969",TRUE,FALSE,TRUE
"1860","b1842_1925108",TRUE,FALSE,TRUE
"1861","b1843_1925440",TRUE,FALSE,TRUE
"1862","b1844_1926120",FALSE,FALSE,TRUE
"1863","b1845_1928839",FALSE,FALSE,TRUE
"1864","b1846_1929707",TRUE,TRUE,TRUE
"1865","b1847_1930390",TRUE,FALSE,TRUE
"1866","b1848_1930747",TRUE,TRUE,TRUE
"1867","b1849_1930881",TRUE,TRUE,TRUE
"1868","b1850_1932756",TRUE,TRUE,TRUE
"1869","b1851_1934604",TRUE,FALSE,TRUE
"1870","b1852_1936314",TRUE,FALSE,TRUE
"1871","b1853_1936652",FALSE,FALSE,TRUE
"1872","b1854_1937649",TRUE,FALSE,TRUE
"1873","b1855_1940193",TRUE,FALSE,TRUE
"1874","b1856_1941635",TRUE,TRUE,TRUE
"1875","b1857_1942583",TRUE,FALSE,TRUE
"1876","b1858_1942662",FALSE,FALSE,TRUE
"1877","b1859_1943414",TRUE,FALSE,TRUE
"1878","b1860_1945356",TRUE,TRUE,TRUE
"1879","b1861_1945976",TRUE,FALSE,TRUE
"1880","b4677_1946180",TRUE,FALSE,TRUE
"1881","b1862_1946251",TRUE,FALSE,TRUE
"1882","b1863_1947376",TRUE,FALSE,TRUE
"1883","b1864_1948151",TRUE,FALSE,TRUE
"1884","b1865_1948632",TRUE,FALSE,TRUE
"1885","b1866_1950522",TRUE,TRUE,TRUE
"1886","b1867_1950832",TRUE,FALSE,TRUE
"1887","b1868_1951395",FALSE,FALSE,TRUE
"1888","b1869_1952266",TRUE,FALSE,TRUE
"1889","b1870_1952702",TRUE,FALSE,TRUE
"1890","b1871_1953442",TRUE,FALSE,TRUE
"1891","b1872_1957007",TRUE,FALSE,TRUE
"1892","b1873_1958132",FALSE,FALSE,TRUE
"1893","b1874_1959266",TRUE,FALSE,TRUE
"1894","b1875_1959846",TRUE,FALSE,TRUE
"1895","b1876_1960062",TRUE,FALSE,TRUE
"1896","b1877_1961972",TRUE,TRUE,TRUE
"1897","b1878_1962972",FALSE,FALSE,TRUE
"1898","b1879_1965050",TRUE,FALSE,TRUE
"1899","b1880_1966191",TRUE,FALSE,TRUE
"1900","b1881_1967037",TRUE,FALSE,TRUE
"1901","b1882_1967437",TRUE,FALSE,TRUE
"1902","b1883_1968501",TRUE,FALSE,TRUE
"1903","b1884_1969364",FALSE,FALSE,TRUE
"1904","b1885_1970984",TRUE,TRUE,TRUE
"1905","b1886_1972691",TRUE,FALSE,TRUE
"1906","b1887_1973339",TRUE,TRUE,TRUE
"1907","b1888_1975324",TRUE,FALSE,TRUE
"1908","b1889_1976255",TRUE,FALSE,TRUE
"1909","b1890_1977139",TRUE,TRUE,TRUE
"1910","b1891_1977844",FALSE,FALSE,TRUE
"1911","b1892_1978197",TRUE,TRUE,TRUE
"1912","b1893_1979021",FALSE,FALSE,FALSE
"1913","b1894_1979215",FALSE,FALSE,FALSE
"1914","b1895_1979753",TRUE,FALSE,TRUE
"1915","b1896_1981612",TRUE,FALSE,TRUE
"1916","b1897_1982387",TRUE,FALSE,TRUE
"1917","b4460_1983540",TRUE,FALSE,TRUE
"1918","b1900_1985069",TRUE,TRUE,TRUE
"1919","b1901_1986128",TRUE,FALSE,TRUE
"1920","b1902_1986925",TRUE,FALSE,TRUE
"1921","b4537_1987758",TRUE,TRUE,TRUE
"1922","b4663_1987959",TRUE,FALSE,TRUE
"1923","b1904_1988222",TRUE,FALSE,TRUE
"1924","b1905_1988716",TRUE,FALSE,TRUE
"1925","b1906_1989490",TRUE,FALSE,TRUE
"1926","b1907_1989681",TRUE,FALSE,TRUE
"1927","b1908_1991619",TRUE,FALSE,TRUE
"1928","b1912_1992817",FALSE,FALSE,TRUE
"1929","b1913_1994706",TRUE,FALSE,TRUE
"1930","b1914_1995359",TRUE,FALSE,TRUE
"1931","b1915_1995818",TRUE,FALSE,TRUE
"1932","b1916_1996832",FALSE,FALSE,TRUE
"1933","b1917_1997814",FALSE,FALSE,TRUE
"1934","b1918_1998479",FALSE,FALSE,FALSE
"1935","b1919_1999480",TRUE,FALSE,TRUE
"1936","b1920_2000385",TRUE,FALSE,TRUE
"1937","b1921_2001024",TRUE,TRUE,TRUE
"1938","b1922_2001789",TRUE,FALSE,TRUE
"1939","b1923_2003606",TRUE,TRUE,TRUE
"1940","b1924_2003872",FALSE,FALSE,TRUE
"1941","b1925_2005303",TRUE,FALSE,TRUE
"1942","b1926_2005713",FALSE,FALSE,FALSE
"1943","b1927_2006156",TRUE,FALSE,TRUE
"1944","b1928_2008090",TRUE,TRUE,TRUE
"1945","b1929_2008277",FALSE,FALSE,TRUE
"1946","b1930_2009479",FALSE,FALSE,TRUE
"1947","b1931_2009821",TRUE,FALSE,TRUE
"1948","b1932_2010600",FALSE,FALSE,FALSE
"1949","b4495_2012351",TRUE,TRUE,TRUE
"1950","b4495_2012040",FALSE,TRUE,TRUE
"1951","b4495_2011357",TRUE,TRUE,TRUE
"1952","b1936_2012502",FALSE,FALSE,TRUE
"1953","b1937_2013014",TRUE,FALSE,TRUE
"1954","b1938_2013229",FALSE,FALSE,TRUE
"1955","b1939_2014880",FALSE,FALSE,TRUE
"1956","b1940_2015868",FALSE,FALSE,TRUE
"1957","b1941_2016554",FALSE,FALSE,FALSE
"1958","b1942_2017946",TRUE,FALSE,TRUE
"1959","b1943_2018386",FALSE,FALSE,TRUE
"1960","b1944_2019618",TRUE,FALSE,TRUE
"1961","b1945_2020087",FALSE,FALSE,TRUE
"1962","b1946_2021088",FALSE,FALSE,TRUE
"1963","b1947_2021504",FALSE,FALSE,FALSE
"1964","b1948_2021869",FALSE,FALSE,TRUE
"1965","b1949_2022616",TRUE,TRUE,TRUE
"1966","b1950_2022893",FALSE,FALSE,TRUE
"1967","b1951_2023968",TRUE,FALSE,TRUE
"1968","b1952_2024823",TRUE,FALSE,TRUE
"1969","b1953_2024986",TRUE,TRUE,TRUE
"1970","b1955_2025511",TRUE,FALSE,TRUE
"1971","b1956_2028017",TRUE,FALSE,TRUE
"1972","b1957_2028370",TRUE,FALSE,TRUE
"1973","b1958_2029366",TRUE,TRUE,TRUE
"1974","b1959_2029539",FALSE,FALSE,TRUE
"1975","b1960_2030918",FALSE,FALSE,FALSE
"1976","b1961_2032317",FALSE,TRUE,TRUE
"1977","b1962_2033079",TRUE,FALSE,TRUE
"1978","b1963_2033484",FALSE,FALSE,TRUE
"1979","b4496_2034051",TRUE,FALSE,TRUE
"1980","b4496_2034713",FALSE,TRUE,TRUE
"1981","b1967_2035835",TRUE,FALSE,TRUE
"1982","b1968_2038152",TRUE,TRUE,TRUE
"1983","b1969_2038823",TRUE,FALSE,TRUE
"1984","b1970_2038956",TRUE,FALSE,TRUE
"1985","b1971_2039478",FALSE,TRUE,TRUE
"1986","b1972_2040483",FALSE,FALSE,TRUE
"1987","b1973_2041375",TRUE,FALSE,TRUE
"1988","b1974_2042368",TRUE,FALSE,TRUE
"1989","b1976_2043651",TRUE,FALSE,TRUE
"1990","b1978_2044938",TRUE,FALSE,TRUE
"1991","b4497_2053328",TRUE,FALSE,TRUE
"1992","b1981_2053643",TRUE,FALSE,TRUE
"1993","b1982_2055061",TRUE,FALSE,TRUE
"1994","b1983_2056858",TRUE,FALSE,TRUE
"1995","b1985_2059690",FALSE,TRUE,TRUE
"1996","b1987_2060914",TRUE,TRUE,TRUE
"1997","b1988_2061933",TRUE,TRUE,TRUE
"1998","b1990_2063323",FALSE,TRUE,TRUE
"1999","b1991_2064467",TRUE,FALSE,TRUE
"2000","b1992_2065222",TRUE,FALSE,TRUE
"2001","b1993_2065764",TRUE,TRUE,TRUE
"2002","b4639_2066154",FALSE,TRUE,TRUE
"2003","b1994_2067321",FALSE,FALSE,FALSE
"2004","b4640_2067892",TRUE,TRUE,TRUE
"2005","b4640_2067458",FALSE,TRUE,TRUE
"2006","b4641_2068419",FALSE,TRUE,TRUE
"2007","b4582_2068635",TRUE,FALSE,TRUE
"2008","b4582_2070277",FALSE,FALSE,TRUE
"2009","b1996_2069857",FALSE,FALSE,FALSE
"2010","b1997_2070180",FALSE,FALSE,FALSE
"2011","b1999_2070660",FALSE,FALSE,FALSE
"2012","b2000_2071539",TRUE,FALSE,TRUE
"2013","b2001_2074779",TRUE,FALSE,TRUE
"2014","b2002_2076308",FALSE,FALSE,TRUE
"2015","b2003_2076817",FALSE,FALSE,TRUE
"2016","b2004_2077112",TRUE,FALSE,TRUE
"2017","b2005_2077569",TRUE,FALSE,TRUE
"2018","b2006_2077940",TRUE,FALSE,TRUE
"2019","b4642_2078677",FALSE,FALSE,FALSE
"2020","b4538_2078746",FALSE,TRUE,TRUE
"2021","b2007_2079361",TRUE,FALSE,TRUE
"2022","b2008_2080591",FALSE,FALSE,TRUE
"2023","b2009_2081262",TRUE,FALSE,TRUE
"2024","b2010_2082547",FALSE,FALSE,TRUE
"2025","b2011_2082756",TRUE,FALSE,TRUE
"2026","b2012_2084453",TRUE,TRUE,TRUE
"2027","b2013_2085525",TRUE,TRUE,TRUE
"2028","b2014_2087062",FALSE,TRUE,TRUE
"2029","b4678_2087114",TRUE,FALSE,TRUE
"2030","b2015_2088258",TRUE,TRUE,TRUE
"2031","b2016_2089128",TRUE,FALSE,TRUE
"2032","b4539_2089465",TRUE,TRUE,TRUE
"2033","b2017_2089713",TRUE,FALSE,TRUE
"2034","b2018_2089996",FALSE,FALSE,FALSE
"2035","b2019_2090192",TRUE,FALSE,TRUE
"2036","b2020_2091097",TRUE,FALSE,TRUE
"2037","b2021_2092398",TRUE,FALSE,TRUE
"2038","b2022_2093468",TRUE,TRUE,TRUE
"2039","b2023_2094535",TRUE,FALSE,TRUE
"2040","b2024_2095125",TRUE,FALSE,TRUE
"2041","b2025_2095844",TRUE,FALSE,TRUE
"2042","b2026_2096614",TRUE,FALSE,TRUE
"2043","b2027_2098301",FALSE,FALSE,TRUE
"2044","b2028_2099613",TRUE,FALSE,TRUE
"2045","b2029_2101268",TRUE,FALSE,TRUE
"2046","b4571_2103389",FALSE,TRUE,TRUE
"2047","b4571_2101744",FALSE,FALSE,TRUE
"2048","b2030_2102911",FALSE,FALSE,FALSE
"2049","b2032_2104509",FALSE,TRUE,TRUE
"2050","b2033_2105084",TRUE,TRUE,TRUE
"2051","b2034_2106057",FALSE,TRUE,TRUE
"2052","b2035_2107226",FALSE,TRUE,TRUE
"2053","b2036_2108329",TRUE,TRUE,TRUE
"2054","b2037_2109584",TRUE,FALSE,TRUE
"2055","b2038_2110138",TRUE,FALSE,TRUE
"2056","b2039_2111019",TRUE,FALSE,TRUE
"2057","b2040_2111976",TRUE,FALSE,TRUE
"2058","b2041_2113061",TRUE,TRUE,TRUE
"2059","b2042_2114327",TRUE,FALSE,TRUE
"2060","b2043_2115896",FALSE,FALSE,TRUE
"2061","b2044_2117127",FALSE,FALSE,TRUE
"2062","b2045_2118404",TRUE,FALSE,TRUE
"2063","b2046_2120158",TRUE,FALSE,TRUE
"2064","b2047_2121554",FALSE,FALSE,TRUE
"2065","b2048_2122979",TRUE,FALSE,TRUE
"2066","b2049_2124520",TRUE,FALSE,TRUE
"2067","b2050_2125746",FALSE,FALSE,FALSE
"2068","b2051_2126222",TRUE,FALSE,TRUE
"2069","b2052_2127190",TRUE,FALSE,TRUE
"2070","b2053_2128314",TRUE,FALSE,TRUE
"2071","b2054_2128888",TRUE,FALSE,TRUE
"2072","b2055_2129650",TRUE,FALSE,TRUE
"2073","b2056_2130878",FALSE,FALSE,TRUE
"2074","b2057_2132070",FALSE,FALSE,TRUE
"2075","b2058_2132555",FALSE,TRUE,TRUE
"2076","b2059_2133397",TRUE,FALSE,TRUE
"2077","b2060_2135652",TRUE,FALSE,TRUE
"2078","b2061_2136098",TRUE,FALSE,TRUE
"2079","b2062_2137243",FALSE,FALSE,TRUE
"2080","b2063_2137902",TRUE,FALSE,TRUE
"2081","b2064_2141612",TRUE,FALSE,TRUE
"2082","b2065_2142215",TRUE,FALSE,TRUE
"2083","b2066_2142948",FALSE,FALSE,TRUE
"2084","b2067_2143266",FALSE,FALSE,FALSE
"2085","b2068_2147540",TRUE,TRUE,TRUE
"2086","b2069_2147674",FALSE,FALSE,TRUE
"2087","b2070_2150985",FALSE,TRUE,TRUE
"2088","b2071_2151185",TRUE,FALSE,TRUE
"2089","b2072_2152472",FALSE,FALSE,FALSE
"2090","b2073_2153128",TRUE,TRUE,TRUE
"2091","b4667_2153408",FALSE,FALSE,TRUE
"2092","b4668_2153737",FALSE,TRUE,TRUE
"2093","b2074_2154016",TRUE,FALSE,TRUE
"2094","b2075_2155263",FALSE,FALSE,TRUE
"2095","b2076_2158386",TRUE,FALSE,TRUE
"2096","b2077_2161464",TRUE,FALSE,TRUE
"2097","b2078_2162876",TRUE,FALSE,TRUE
"2098","b2079_2164276",TRUE,TRUE,TRUE
"2099","b2080_2165189",TRUE,TRUE,TRUE
"2100","b2081_2165668",TRUE,FALSE,TRUE
"2101","b2082_2167520",TRUE,TRUE,TRUE
"2102","b2083_2167814",FALSE,TRUE,TRUE
"2103","b2085_2168306",TRUE,FALSE,TRUE
"2104","b2086_2168712",TRUE,FALSE,TRUE
"2105","b4498_2171727",TRUE,FALSE,TRUE
"2106","b4498_2170167",FALSE,FALSE,TRUE
"2107","b2088_2170236",FALSE,FALSE,FALSE
"2108","b2089_2170532",FALSE,FALSE,FALSE
"2109","b2091_2172873",TRUE,FALSE,TRUE
"2110","b2092_2174278",TRUE,FALSE,TRUE
"2111","b2092_2173362",FALSE,FALSE,TRUE
"2112","b2093_2174566",TRUE,FALSE,TRUE
"2113","b2094_2175049",FALSE,FALSE,TRUE
"2114","b2095_2176321",TRUE,FALSE,TRUE
"2115","b2096_2177204",TRUE,TRUE,TRUE
"2116","b2097_2178564",TRUE,FALSE,TRUE
"2117","b2098_2178821",TRUE,FALSE,TRUE
"2118","b2099_2180095",TRUE,FALSE,TRUE
"2119","b2100_2181096",FALSE,FALSE,TRUE
"2120","b2101_2182781",FALSE,FALSE,TRUE
"2121","b2102_2183651",TRUE,FALSE,TRUE
"2122","b2103_2184516",TRUE,TRUE,TRUE
"2123","b2104_2185301",FALSE,FALSE,TRUE
"2124","b2105_2185796",TRUE,FALSE,TRUE
"2125","b2106_2185917",TRUE,FALSE,TRUE
"2126","b2107_2186960",TRUE,TRUE,TRUE
"2127","b2108_2188414",TRUE,FALSE,TRUE
"2128","b2109_2190910",TRUE,TRUE,TRUE
"2129","b2110_2191645",FALSE,TRUE,TRUE
"2130","b2111_2192222",FALSE,FALSE,TRUE
"2131","b2112_2192796",TRUE,FALSE,TRUE
"2132","b2113_2194168",TRUE,FALSE,TRUE
"2133","b2114_2194300",TRUE,FALSE,TRUE
"2134","b4499_2196474",TRUE,FALSE,TRUE
"2135","b4499_2199322",FALSE,FALSE,TRUE
"2136","b2118_2200279",TRUE,FALSE,TRUE
"2137","b4541_2203972",TRUE,FALSE,TRUE
"2138","b2119_2204596",FALSE,FALSE,TRUE
