name,TIS_type,min_DG,gene
seq_b3512,annotated,-3.60793,seq_b3512
seq_b3513,annotated,-3.120075,seq_b3513
seq_b3514,annotated,-4.730455,seq_b3514
seq_b3515,annotated,-4.21907,seq_b3515
seq_b3516,annotated,0,seq_b3516
seq_b3517,annotated,-4.59019,seq_b3517
seq_b3518,annotated,-5.943625,seq_b3518
seq_b3519,annotated,-6.856025,seq_b3519
seq_b3519_108,alternative,-2.70311,b3519
seq_b3519_93,alternative,-2.70311,b3519
seq_b3520,annotated,-9.615215,seq_b3520
seq_b3521,annotated,0,seq_b3521
seq_b3521_32,alternative,-2.70311,b3521
seq_b3521_33,alternative,-2.70311,b3521
seq_b3522,annotated,-2.68108,seq_b3522
seq_b3523,annotated,0,seq_b3523
seq_b3524,annotated,-6.43178,seq_b3524
seq_b3525,annotated,-2.68108,seq_b3525
seq_b3526,annotated,-0.784380000000001,seq_b3526
seq_b3527,annotated,-3.724597,seq_b3527
seq_b3528,annotated,-2.68108,seq_b3528
seq_b3529,annotated,-8.52126,seq_b3529
seq_b3530,annotated,-4.467295,seq_b3530
seq_b3530_2,alternative,-6.856025,b3530
seq_b3531,annotated,-1.06957,seq_b3531
seq_b3532,annotated,0,seq_b3532
seq_b3532_2,alternative,-6.856025,b3532
seq_b3533,annotated,-4.638425,seq_b3533
seq_b3534,annotated,-4.730455,seq_b3534
seq_b3535,annotated,-4.21907,seq_b3535
seq_b3535_73,alternative,-0.784380000000001,b3535
seq_b3536,annotated,0,seq_b3536
seq_b3537,annotated,-7.95547,seq_b3537
seq_b3537_149,alternative,0,b3537
seq_b3538,annotated,-1.85867,seq_b3538
seq_b3539,annotated,-2.70311,seq_b3539
seq_b3540,annotated,-6.856025,seq_b3540
seq_b3541,annotated,-3.60793,seq_b3541
seq_b3542,annotated,-4.730455,seq_b3542
seq_b3543,annotated,-0.359835,seq_b3543
seq_b3544,annotated,-5.24147,seq_b3544
seq_b3546,annotated,-1.85867,seq_b3546
seq_b3546_11,alternative,-1.85867,b3546
seq_b3547,annotated,-4.707225,seq_b3547
seq_b3547_10,alternative,-4.707225,b3547
seq_b3548,annotated,-5.24147,seq_b3548
seq_b3548_124,alternative,-1.126985,b3548
seq_b3549,annotated,-5.943625,seq_b3549
seq_b3550,annotated,-3.656465,seq_b3550
seq_b3550_123,alternative,-1.126985,b3550
seq_b3551,annotated,-4.59019,seq_b3551
seq_b3552,annotated,-2.68108,seq_b3552
seq_b3553,annotated,-5.24147,seq_b3553
seq_b3553_2,alternative,-1.9320600000000001,b3553
seq_b3554,annotated,-4.59019,seq_b3554
seq_b3555,annotated,-7.41374,seq_b3555
seq_b3556,annotated,-0.784380000000001,seq_b3556
seq_b3556_44,alternative,-2.914135,b3556
seq_b3557,annotated,-3.095715,seq_b3557
seq_b3557_57,alternative,0,b3557
seq_b3558,annotated,0,seq_b3558
seq_b3559,annotated,-3.60793,seq_b3559
seq_b3560,annotated,0,seq_b3560
seq_b3561,annotated,-0.359835,seq_b3561
seq_b3561_47,alternative,-2.70311,b3561
seq_b3562,annotated,-4.707225,seq_b3562
seq_b3563,annotated,-5.24147,seq_b3563
seq_b3564,annotated,-3.60823,seq_b3564
seq_b3564_11,alternative,-3.60823,b3564
seq_b3565,annotated,-5.24147,seq_b3565
seq_b3565_113,alternative,0,b3565
seq_b3565_3,alternative,-0.832615000000001,b3565
seq_b3566,annotated,-0.784380000000001,seq_b3566
seq_b3567,annotated,-9.615215,seq_b3567
seq_b3567_4,alternative,0,b3567
seq_b3568,annotated,-6.04734,seq_b3568
seq_b3569,annotated,-3.60823,seq_b3569
seq_b3570,annotated,-3.60793,seq_b3570
seq_b3571,annotated,-2.68108,seq_b3571
seq_b3572,annotated,0,seq_b3572
seq_b3573,annotated,-4.59019,seq_b3573
seq_b3574,annotated,-2.68108,seq_b3574
seq_b3575,annotated,-3.60823,seq_b3575
seq_b3576,annotated,-6.04734,seq_b3576
seq_b3576_2,alternative,-0.832615000000001,b3576
seq_b3577,annotated,-4.707225,seq_b3577
seq_b3577_97,alternative,0,b3577
seq_b3577_98,alternative,0,b3577
seq_b3578,annotated,-3.60793,seq_b3578
seq_b3579,annotated,-3.60823,seq_b3579
seq_b3580,annotated,-5.41711,seq_b3580
seq_b3581,annotated,-3.60793,seq_b3581
seq_b3582,annotated,-6.856025,seq_b3582
seq_b3582_4,alternative,-0.247160000000001,b3582
seq_b3582_9,alternative,-3.16831,b3582
seq_b3583,annotated,-6.856025,seq_b3583
seq_b3584,annotated,-3.095715,seq_b3584
seq_b3585,annotated,-1.8807,seq_b3585
seq_b3586,annotated,-0.359835,seq_b3586
seq_b3587,annotated,-5.943625,seq_b3587
seq_b3588,annotated,-3.60793,seq_b3588
seq_b3589,annotated,-4.59019,seq_b3589
seq_b3590,annotated,-5.24147,seq_b3590
seq_b3591,annotated,-0.784380000000001,seq_b3591
seq_b3591_128,alternative,-0.806410000000001,b3591
seq_b3591_129,alternative,-0.806410000000001,b3591
seq_b3592,annotated,-2.68108,seq_b3592
seq_b3593,annotated,-2.68108,seq_b3593
seq_b3593_7,alternative,0,b3593
seq_b3593_8,alternative,0,b3593
seq_b3594,annotated,-11.203565,seq_b3594
seq_b3595,annotated,-13.9376,seq_b3595
seq_b3596,annotated,-0.784380000000001,seq_b3596
seq_b3596_107,alternative,0,b3596
seq_b3597,annotated,-3.60793,seq_b3597
seq_b3597_45,alternative,0,b3597
seq_b3598,annotated,-3.60793,seq_b3598
seq_b3598_2,alternative,-1.06957,b3598
seq_b3599,annotated,-3.724597,seq_b3599
seq_b3599_26,alternative,-1.9320600000000001,b3599
seq_b3600,annotated,-0.784380000000001,seq_b3600
seq_b3601,annotated,0,seq_b3601
seq_b3602,annotated,0,seq_b3602
seq_b3603,annotated,-5.41711,seq_b3603
seq_b3604,annotated,-5.41711,seq_b3604
seq_b3604_54,alternative,-3.60793,b3604
seq_b3604_56,alternative,-3.60793,b3604
seq_b3605,annotated,-5.943625,seq_b3605
seq_b3605_21,alternative,-5.943625,b3605
seq_b3606,annotated,-6.08185,seq_b3606
seq_b3607,annotated,-7.95547,seq_b3607
seq_b3608,annotated,-2.68108,seq_b3608
seq_b3608_29,alternative,0,b3608
seq_b3609,annotated,-1.85867,seq_b3609
seq_b3610,annotated,-3.60793,seq_b3610
seq_b3611,annotated,-4.638425,seq_b3611
seq_b3611_126,alternative,-0.359835,b3611
seq_b3612,annotated,-3.60793,seq_b3612
seq_b3613,annotated,-2.833755,seq_b3613
seq_b3614,annotated,-3.656465,seq_b3614
seq_b3615,annotated,-3.60793,seq_b3615
seq_b3616,annotated,-5.50463,seq_b3616
seq_b3617,annotated,-5.24147,seq_b3617
seq_b3617_33,alternative,-7.95547,b3617
seq_b3618,annotated,-0.806410000000001,seq_b3618
seq_b3619,annotated,-0.784380000000001,seq_b3619
seq_b3619_23,alternative,-0.784380000000001,b3619
seq_b3620,annotated,-0.359835,seq_b3620
seq_b3621,annotated,-6.43178,seq_b3621
seq_b3622,annotated,-0.784380000000001,seq_b3622
seq_b3623,annotated,-0.806410000000001,seq_b3623
seq_b3624,annotated,-0.784380000000001,seq_b3624
seq_b3625,annotated,-0.806410000000001,seq_b3625
seq_b3625_11,alternative,0,b3625
seq_b3626,annotated,-1.85867,seq_b3626
seq_b3627,annotated,-9.679875,seq_b3627
seq_b3627_146,alternative,-0.806410000000001,b3627
seq_b3628,annotated,-0.359835,seq_b3628
seq_b3629,annotated,-2.70311,seq_b3629
seq_b3629_47,alternative,-1.8807,b3629
seq_b3630,annotated,-0.784380000000001,seq_b3630
seq_b3631,annotated,-4.707225,seq_b3631
seq_b3631_57,alternative,0,b3631
seq_b3631_66,alternative,-7.80126,b3631
seq_b3632,annotated,-0.806410000000001,seq_b3632
seq_b3632_146,alternative,0,b3632
seq_b3633,annotated,0,seq_b3633
seq_b3634,annotated,-3.60793,seq_b3634
seq_b3634_2,alternative,-1.06957,b3634
seq_b3635,annotated,-5.24147,seq_b3635
seq_b3636,annotated,-6.43178,seq_b3636
seq_b3637,annotated,-5.24147,seq_b3637
seq_b3638,annotated,-6.856025,seq_b3638
seq_b3638_54,alternative,0,b3638
seq_b3639,annotated,-3.60823,seq_b3639
seq_b3640,annotated,-0.359835,seq_b3640
seq_b3641,annotated,-3.724597,seq_b3641
seq_b3642,annotated,-6.04734,seq_b3642
seq_b3643,annotated,-0.806410000000001,seq_b3643
seq_b3643_10,alternative,0,b3643
seq_b3644,annotated,-3.60823,seq_b3644
seq_b3645,annotated,-5.24147,seq_b3645
seq_b3645_76,alternative,-3.60793,b3645
seq_b3646,annotated,-3.60793,seq_b3646
seq_b3647,annotated,-6.856025,seq_b3647
seq_b3647_150,alternative,-2.729315,b3647
seq_b3648,annotated,0,seq_b3648
seq_b3649,annotated,-7.95547,seq_b3649
seq_b3650,annotated,-0.832615000000001,seq_b3650
seq_b3651,annotated,0,seq_b3651
seq_b3652,annotated,-1.85867,seq_b3652
seq_b3653,annotated,-4.59019,seq_b3653
seq_b3654,annotated,-2.729315,seq_b3654
seq_b3654_92,alternative,0,b3654
seq_b3655,annotated,-2.729315,seq_b3655
seq_b3656,annotated,-3.60823,seq_b3656
seq_b3657,annotated,-3.60823,seq_b3657
seq_b3659,annotated,-1.9320600000000001,seq_b3659
seq_b3659_142,alternative,0,b3659
seq_b3660,annotated,-5.943625,seq_b3660
seq_b3661,annotated,-2.68108,seq_b3661
seq_b3662,annotated,-0.832615000000001,seq_b3662
seq_b3663,annotated,-3.60793,seq_b3663
seq_b3663_147,alternative,-2.97868,b3663
seq_b3664,annotated,-2.70311,seq_b3664
seq_b3664_46,alternative,0,b3664
seq_b3665,annotated,-0.359835,seq_b3665
seq_b3665_123,alternative,0,b3665
seq_b3666,annotated,-4.59019,seq_b3666
seq_b3666_99,alternative,-3.52041,b3666
seq_b3667,annotated,-0.784380000000001,seq_b3667
seq_b3668,annotated,-0.806410000000001,seq_b3668
seq_b3668_113,alternative,0,b3668
seq_b3668_114,alternative,0,b3668
seq_b3668_8,alternative,-1.126985,b3668
seq_b3669,annotated,-2.68108,seq_b3669
seq_b3670,annotated,-17.016085,seq_b3670
seq_b3671,annotated,-2.68108,seq_b3671
seq_b3672,annotated,-0.784380000000001,seq_b3672
seq_b3673,annotated,0,seq_b3673
seq_b3673_9,alternative,0,b3673
seq_b3674,annotated,-0.359835,seq_b3674
seq_b3674_38,alternative,-3.60823,b3674
seq_b3675,annotated,-2.729315,seq_b3675
seq_b3676,annotated,-3.75846,seq_b3676
seq_b3677,annotated,-6.856025,seq_b3677
seq_b3678,annotated,-3.656465,seq_b3678
seq_b3679,annotated,-1.85867,seq_b3679
seq_b3680,annotated,-10.290715,seq_b3680
seq_b3680_40,alternative,-2.70311,b3680
seq_b3680_88,alternative,0,b3680
seq_b3683,annotated,-5.50463,seq_b3683
seq_b3683_9,alternative,-0.359835,b3683
seq_b3684,annotated,-0.359835,seq_b3684
seq_b3685,annotated,-1.06957,seq_b3685
seq_b3685_10,alternative,0,b3685
seq_b3685_21,alternative,-2.70311,b3685
seq_b3686,annotated,-3.60793,seq_b3686
seq_b3687,annotated,-3.60793,seq_b3687
seq_b3688,annotated,0,seq_b3688
seq_b3688_58,alternative,0,b3688
seq_b3689,annotated,-1.883825,seq_b3689
seq_b3690,annotated,-0.359835,seq_b3690
seq_b3691,annotated,-5.24147,seq_b3691
seq_b3693,annotated,-3.60823,seq_b3693
seq_b3693_11,alternative,-0.784380000000001,b3693
seq_b3696,annotated,-2.68108,seq_b3696
seq_b3696_8,alternative,0,b3696
seq_b3697,annotated,-5.657605,seq_b3697
seq_b3698,annotated,-0.784380000000001,seq_b3698
seq_b3698_29,alternative,-4.467295,b3698
seq_b3699,annotated,-0.359835,seq_b3699
seq_b3700,annotated,-0.359835,seq_b3700
seq_b3701,annotated,0,seq_b3701
seq_b3702,annotated,-9.56698,seq_b3702
seq_b3703,annotated,-0.784380000000001,seq_b3703
seq_b3704,annotated,0,seq_b3704
seq_b3705,annotated,-0.359835,seq_b3705
seq_b3706,annotated,-3.60823,seq_b3706
seq_b3707,annotated,-5.50463,seq_b3707
seq_b3707_47,alternative,-0.272315000000003,b3707
seq_b3708,annotated,-2.68108,seq_b3708
seq_b3708_9,alternative,0,b3708
seq_b3709,annotated,-0.784380000000001,seq_b3709
seq_b3709_63,alternative,-4.467295,b3709
seq_b3710,annotated,-2.68108,seq_b3710
seq_b3710_33,alternative,0,b3710
seq_b3711,annotated,-2.70311,seq_b3711
seq_b3712,annotated,-5.24147,seq_b3712
seq_b3712_2,alternative,-2.70311,b3712
seq_b3712_3,alternative,-2.70311,b3712
seq_b3713,annotated,-4.59019,seq_b3713
seq_b3713_21,alternative,-4.59019,b3713
seq_b3714,annotated,-1.99672,seq_b3714
seq_b3715,annotated,-3.60823,seq_b3715
seq_b3716,annotated,-4.638425,seq_b3716
seq_b3717,annotated,-2.68108,seq_b3717
seq_b3718,annotated,-0.784380000000001,seq_b3718
seq_b3719,annotated,-4.707225,seq_b3719
seq_b3720,annotated,-4.21907,seq_b3720
seq_b3721,annotated,-4.59019,seq_b3721
seq_b3722,annotated,-4.68222,seq_b3722
seq_b3723,annotated,-0.784380000000001,seq_b3723
seq_b3723_66,alternative,0,b3723
seq_b3724,annotated,-4.59019,seq_b3724
seq_b3725,annotated,-6.43178,seq_b3725
seq_b3725_23,alternative,-1.06957,b3725
seq_b3725_9,alternative,-6.43178,b3725
seq_b3726,annotated,-6.08185,seq_b3726
seq_b3727,annotated,-0.359835,seq_b3727
seq_b3728,annotated,-3.60793,seq_b3728
seq_b3728_25,alternative,-3.60793,b3728
seq_b3729,annotated,-3.095715,seq_b3729
seq_b3729_48,alternative,-0.806410000000001,b3729
seq_b3729_49,alternative,-0.806410000000001,b3729
seq_b3730,annotated,-2.68108,seq_b3730
seq_b3730_21,alternative,-2.68108,b3730
seq_b3731,annotated,-7.930315,seq_b3731
seq_b3731_21,alternative,-7.930315,b3731
seq_b3732,annotated,-5.50463,seq_b3732
seq_b3733,annotated,-6.04734,seq_b3733
seq_b3734,annotated,-4.730455,seq_b3734
seq_b3735,annotated,-9.19172,seq_b3735
seq_b3736,annotated,-3.60793,seq_b3736
seq_b3737,annotated,-5.24147,seq_b3737
seq_b3738,annotated,-1.85867,seq_b3738
seq_b3739,annotated,-4.59019,seq_b3739
seq_b3740,annotated,-0.784380000000001,seq_b3740
seq_b3741,annotated,-3.60793,seq_b3741
seq_b3742,annotated,-5.180155,seq_b3742
seq_b3743,annotated,0,seq_b3743
seq_b3743_149,alternative,-0.359835,b3743
seq_b3743_150,alternative,-0.359835,b3743
seq_b3744,annotated,-4.59019,seq_b3744
seq_b3745,annotated,-0.784380000000001,seq_b3745
seq_b3746,annotated,-2.68108,seq_b3746
seq_b3746_83,alternative,-2.833755,b3746
seq_b3747,annotated,0,seq_b3747
seq_b3748,annotated,-5.24147,seq_b3748
seq_b3749,annotated,-3.60793,seq_b3749
seq_b3750,annotated,-4.59019,seq_b3750
seq_b3751,annotated,-2.68108,seq_b3751
seq_b3752,annotated,-2.70311,seq_b3752
seq_b3753,annotated,-3.60793,seq_b3753
seq_b3754,annotated,-2.68108,seq_b3754
seq_b3755,annotated,-3.60823,seq_b3755
seq_b3764,annotated,-3.60793,seq_b3764
seq_b3765,annotated,-7.930315,seq_b3765
seq_b3765_.3,alternative,-4.21907,b3765
seq_b3766,annotated,0,seq_b3766
seq_b3769,annotated,-5.24147,seq_b3769
seq_b3770,annotated,-4.707225,seq_b3770
seq_b3771,annotated,-4.638425,seq_b3771
seq_b3772,annotated,-8.78968,seq_b3772
seq_b3773,annotated,-4.68222,seq_b3773
seq_b3774,annotated,-7.530775,seq_b3774
seq_b3775,annotated,-0.784380000000001,seq_b3775
seq_b3775_45,alternative,0,b3775
seq_b3777,annotated,0,seq_b3777
seq_b3777_40,alternative,-3.095715,b3777
seq_b3777_45,alternative,-5.41711,b3777
seq_b3778,annotated,-0.359835,seq_b3778
seq_b3779,annotated,-2.68108,seq_b3779
seq_b3780,annotated,0,seq_b3780
seq_b3780_29,alternative,-0.359835,b3780
seq_b3781,annotated,-7.95547,seq_b3781
seq_b3783,annotated,0,seq_b3783
seq_b3784,annotated,-0.359835,seq_b3784
seq_b3785,annotated,-5.50463,seq_b3785
seq_b3785_95,alternative,-4.5947,b3785
seq_b3786,annotated,-0.359835,seq_b3786
seq_b3787,annotated,-1.06957,seq_b3787
seq_b3788,annotated,-4.59019,seq_b3788
seq_b3788_7,alternative,-4.59019,b3788
seq_b3789,annotated,-6.856025,seq_b3789
seq_b3789_23,alternative,-6.856025,b3789
seq_b3790,annotated,-5.24147,seq_b3790
seq_b3790_3,alternative,-2.833755,b3790
seq_b3791,annotated,-2.914135,seq_b3791
seq_b3791_24,alternative,-1.9320600000000001,b3791
seq_b3792,annotated,0,seq_b3792
seq_b3793,annotated,-6.856025,seq_b3793
seq_b3793_.2,alternative,-6.08185,b3793
seq_b3793_.5,alternative,-6.08185,b3793
seq_b3794,annotated,-2.68108,seq_b3794
seq_b3795,annotated,-5.50463,seq_b3795
seq_b3800,annotated,-3.60793,seq_b3800
seq_b3801,annotated,-3.60793,seq_b3801
seq_b3802,annotated,-3.60793,seq_b3802
seq_b3803,annotated,-3.60823,seq_b3803
seq_b3804,annotated,-3.60793,seq_b3804
seq_b3805,annotated,0,seq_b3805
seq_b3806,annotated,-0.784380000000001,seq_b3806
seq_b3806_55,alternative,-0.359835,b3806
seq_b3807,annotated,-2.68108,seq_b3807
seq_b3807_84,alternative,-1.06957,b3807
seq_b3809,annotated,-5.24147,seq_b3809
seq_b3809_11,alternative,-2.97868,b3809
seq_b3809_3,alternative,-2.833755,b3809
seq_b3810,annotated,-1.06957,seq_b3810
seq_b3811,annotated,-2.70311,seq_b3811
seq_b3811_34,alternative,0,b3811
seq_b3812,annotated,-8.9057,seq_b3812
seq_b3813,annotated,0,seq_b3813
seq_b3816,annotated,-4.638425,seq_b3816
seq_b3816_3,alternative,-0.832615000000001,b3816
seq_b3817,annotated,-5.24147,seq_b3817
seq_b3818,annotated,-2.68108,seq_b3818
seq_b3818_126,alternative,0,b3818
seq_b3819,annotated,-0.359835,seq_b3819
seq_b3820,annotated,-2.68108,seq_b3820
seq_b3820_9,alternative,0,b3820
seq_b3821,annotated,-3.60793,seq_b3821
seq_b3822,annotated,-2.833755,seq_b3822
seq_b3823,annotated,-0.359835,seq_b3823
seq_b3824,annotated,-4.638425,seq_b3824
seq_b3825,annotated,-3.60793,seq_b3825
seq_b3826,annotated,-3.60793,seq_b3826
seq_b3826_43,alternative,0,b3826
seq_b3827,annotated,-0.359835,seq_b3827
seq_b3828,annotated,-2.68108,seq_b3828
seq_b3829,annotated,-6.43178,seq_b3829
seq_b3830,annotated,-3.60793,seq_b3830
seq_b3831,annotated,-7.41374,seq_b3831
seq_b3832,annotated,-6.856025,seq_b3832
seq_b3833,annotated,-0.784380000000001,seq_b3833
seq_b3833_.3,alternative,-8.9057,b3833
seq_b3834,annotated,-3.60793,seq_b3834
seq_b3835,annotated,-8.489565,seq_b3835
seq_b3835_.5,alternative,-4.730455,b3835
seq_b3835_25,alternative,-8.489565,b3835
seq_b3835_78,alternative,0,b3835
seq_b3836,annotated,-6.43178,seq_b3836
seq_b3836_23,alternative,-1.06957,b3836
seq_b3838,annotated,-0.784380000000001,seq_b3838
seq_b3839,annotated,-1.883825,seq_b3839
seq_b3842,annotated,-1.06957,seq_b3842
seq_b3842_11,alternative,-1.06957,b3842
seq_b3843,annotated,-3.60793,seq_b3843
seq_b3843_24,alternative,-3.60793,b3843
seq_b3843_3,alternative,-1.8807,b3843
seq_b3844,annotated,-0.359835,seq_b3844
seq_b3844_126,alternative,-0.806410000000001,b3844
seq_b3845,annotated,-4.59019,seq_b3845
seq_b3846,annotated,-3.60793,seq_b3846
seq_b3847,annotated,-1.85867,seq_b3847
seq_b3848,annotated,-1.06957,seq_b3848
seq_b3849,annotated,-3.60823,seq_b3849
seq_b3850,annotated,-5.24147,seq_b3850
seq_b3850_2,alternative,-4.730455,b3850
seq_b3856,annotated,-6.04734,seq_b3856
seq_b3857,annotated,-3.60793,seq_b3857
seq_b3858,annotated,-3.60793,seq_b3858
seq_b3858_21,alternative,-3.60793,b3858
seq_b3859,annotated,-1.06957,seq_b3859
seq_b3859_135,alternative,0,b3859
seq_b3860,annotated,-3.60793,seq_b3860
seq_b3860_23,alternative,-0.359835,b3860
seq_b3861,annotated,-4.75546,seq_b3861
seq_b3862,annotated,0,seq_b3862
seq_b3863,annotated,-1.06957,seq_b3863
seq_b3865,annotated,-3.60793,seq_b3865
seq_b3866,annotated,0,seq_b3866
seq_b3867,annotated,-4.59019,seq_b3867
seq_b3868,annotated,-1.06957,seq_b3868
seq_b3869,annotated,-3.60793,seq_b3869
seq_b3870,annotated,-3.60793,seq_b3870
seq_b3871,annotated,-3.60793,seq_b3871
seq_b3872,annotated,-2.68108,seq_b3872
seq_b3872_122,alternative,0,b3872
seq_b3873,annotated,-0.784380000000001,seq_b3873
seq_b3874,annotated,-4.730455,seq_b3874
seq_b3874_33,alternative,0,b3874
seq_b3874_51,alternative,-1.8807,b3874
seq_b3874_52,alternative,-1.8807,b3874
seq_b3875,annotated,-2.70311,seq_b3875
seq_b3876,annotated,-4.59019,seq_b3876
seq_b3876_142,alternative,0,b3876
seq_b3877,annotated,-3.60793,seq_b3877
seq_b3878,annotated,-5.24147,seq_b3878
seq_b3879,annotated,-6.856025,seq_b3879
seq_b3880,annotated,-5.50463,seq_b3880
seq_b3881,annotated,-4.707225,seq_b3881
seq_b3882,annotated,-4.68222,seq_b3882
seq_b3883,annotated,-4.707225,seq_b3883
seq_b3884,annotated,-7.530775,seq_b3884
seq_b3885,annotated,-6.856025,seq_b3885
seq_b3886,annotated,-0.784380000000001,seq_b3886
seq_b3887,annotated,0,seq_b3887
seq_b3887_120,alternative,-3.478875,b3887
seq_b3888,annotated,-0.806410000000001,seq_b3888
seq_b3888_63,alternative,-0.359835,b3888
seq_b3889,annotated,-0.806410000000001,seq_b3889
seq_b3889_9,alternative,-0.784380000000001,b3889
seq_b3890,annotated,-1.126985,seq_b3890
seq_b3890_2,alternative,-2.729315,b3890
seq_b3890_51,alternative,0,b3890
seq_b3891,annotated,-1.99672,seq_b3891
seq_b3891_11,alternative,-1.99672,b3891
seq_b3892,annotated,-6.04734,seq_b3892
seq_b3893,annotated,-3.60793,seq_b3893
seq_b3894,annotated,-3.60793,seq_b3894
seq_b3895,annotated,-2.914135,seq_b3895
seq_b3895_46,alternative,0,b3895
seq_b3896,annotated,-0.784380000000001,seq_b3896
seq_b3897,annotated,-1.06957,seq_b3897
seq_b3898,annotated,-3.60793,seq_b3898
seq_b3899,annotated,-3.60823,seq_b3899
seq_b3900,annotated,-5.24147,seq_b3900
seq_b3901,annotated,-3.60793,seq_b3901
seq_b3902,annotated,-3.60823,seq_b3902
seq_b3903,annotated,-3.60793,seq_b3903
seq_b3904,annotated,-2.68108,seq_b3904
seq_b3905,annotated,-6.856025,seq_b3905
seq_b3905_.6,alternative,-1.85867,b3905
seq_b3905_3,alternative,-0.272315000000003,b3905
seq_b3906,annotated,-3.60793,seq_b3906
seq_b3907,annotated,-5.50463,seq_b3907
seq_b3908,annotated,-5.24147,seq_b3908
seq_b3909,annotated,-0.784380000000001,seq_b3909
seq_b3910,annotated,-7.95547,seq_b3910
seq_b3911,annotated,-0.806410000000001,seq_b3911
seq_b3912,annotated,-6.856025,seq_b3912
seq_b3912_6,alternative,-1.61228,b3912
seq_b3915,annotated,-4.638425,seq_b3915
seq_b3916,annotated,-3.60793,seq_b3916
seq_b3917,annotated,-0.359835,seq_b3917
seq_b3918,annotated,-3.656465,seq_b3918
seq_b3919,annotated,-7.95547,seq_b3919
seq_b3919_10,alternative,-1.61228,b3919
seq_b3920,annotated,-0.784380000000001,seq_b3920
seq_b3921,annotated,-3.60823,seq_b3921
seq_b3921_77,alternative,-2.70311,b3921
seq_b3922,annotated,-3.60793,seq_b3922
seq_b3922_34,alternative,0,b3922
seq_b3922_57,alternative,-2.68108,b3922
seq_b3923,annotated,-4.59019,seq_b3923
seq_b3924,annotated,-3.60793,seq_b3924
seq_b3925,annotated,-0.359835,seq_b3925
seq_b3926,annotated,-2.729315,seq_b3926
seq_b3927,annotated,-2.68108,seq_b3927
seq_b3928,annotated,-3.60793,seq_b3928
seq_b3928_21,alternative,-3.60793,b3928
seq_b3929,annotated,0,seq_b3929
seq_b3930,annotated,-0.806410000000001,seq_b3930
seq_b3931,annotated,-2.68108,seq_b3931
seq_b3932,annotated,-3.724597,seq_b3932
seq_b3933,annotated,0,seq_b3933
seq_b3934,annotated,-7.41374,seq_b3934
seq_b3934_.4,alternative,-1.85867,b3934
seq_b3934_8,alternative,-0.784380000000001,b3934
seq_b3935,annotated,-2.68108,seq_b3935
seq_b3936,annotated,-3.60793,seq_b3936
seq_b3937,annotated,-2.70311,seq_b3937
seq_b3938,annotated,-5.50463,seq_b3938
seq_b3939,annotated,-3.656465,seq_b3939
seq_b3940,annotated,-3.724597,seq_b3940
seq_b3940_23,alternative,-3.724597,b3940
seq_b3941,annotated,-3.60793,seq_b3941
seq_b3941_122,alternative,0,b3941
seq_b3942,annotated,-5.273165,seq_b3942
seq_b3943,annotated,-2.70311,seq_b3943
seq_b3943_77,alternative,-2.914135,b3943
seq_b3943_89,alternative,-5.24147,b3943
seq_b3944,annotated,-1.06957,seq_b3944
seq_b3945,annotated,-3.60793,seq_b3945
seq_b3946,annotated,-3.60823,seq_b3946
seq_b3947,annotated,-3.60793,seq_b3947
seq_b3949,annotated,-3.60793,seq_b3949
seq_b3950,annotated,-6.43178,seq_b3950
seq_b3951,annotated,-4.59019,seq_b3951
seq_b3952,annotated,-3.60793,seq_b3952
seq_b3953,annotated,-6.856025,seq_b3953
seq_b3953_125,alternative,-8.792805,b3953
seq_b3954,annotated,-4.75546,seq_b3954
seq_b3955,annotated,-0.784380000000001,seq_b3955
seq_b3956,annotated,-4.467295,seq_b3956
seq_b3957,annotated,-3.60793,seq_b3957
seq_b3958,annotated,-1.9320600000000001,seq_b3958
seq_b3958_74,alternative,-1.126985,b3958
seq_b3959,annotated,-1.85867,seq_b3959
seq_b3960,annotated,-3.60823,seq_b3960
seq_b3961,annotated,-10.386265,seq_b3961
seq_b3962,annotated,-0.784380000000001,seq_b3962
seq_b3962_37,alternative,0,b3962
seq_b3963,annotated,-2.68108,seq_b3963
seq_b3964,annotated,-2.68108,seq_b3964
seq_b3964_2,alternative,-4.75546,b3964
seq_b3965,annotated,-2.68108,seq_b3965
seq_b3966,annotated,-5.41711,seq_b3966
seq_b3967,annotated,-0.359835,seq_b3967
seq_b3967_3,alternative,-2.729315,b3967
seq_b3972,annotated,-3.60823,seq_b3972
seq_b3973,annotated,-9.56698,seq_b3973
seq_b3973_.11,alternative,-3.120075,b3973
seq_b3973_147,alternative,0,b3973
seq_b3974,annotated,0,seq_b3974
seq_b3974_142,alternative,-0.784380000000001,b3974
seq_b3974_147,alternative,-0.784380000000001,b3974
seq_b3974_39,alternative,-0.359835,b3974
seq_b3980,annotated,-5.943625,seq_b3980
seq_b3981,annotated,-0.784380000000001,seq_b3981
seq_b3982,annotated,-3.60793,seq_b3982
seq_b3982_133,alternative,-2.70311,b3982
seq_b3983,annotated,-7.530775,seq_b3983
seq_b3983_8,alternative,0,b3983
seq_b3984,annotated,-16.0437,seq_b3984
seq_b3985,annotated,-3.60793,seq_b3985
seq_b3986,annotated,-3.60823,seq_b3986
seq_b3987,annotated,-6.43178,seq_b3987
seq_b3987_142,alternative,-0.359835,b3987
seq_b3987_3,alternative,-2.833755,b3987
seq_b3988,annotated,-3.60793,seq_b3988
