name,TIS_type,min_DG,locus_tag,new_TIS_type
seq_b2172_3,shuffled annotated,0,b2172,annotated + recovered in data
seq_b2172_4,shuffled annotated,0,b2172,annotated + recovered in data
seq_b2172_5,shuffled annotated,0,b2172,annotated + recovered in data
seq_b2172_6,shuffled annotated,0,b2172,annotated + recovered in data
seq_b2172_7,shuffled annotated,0,b2172,annotated + recovered in data
seq_b2172_8,shuffled annotated,-3.19372,b2172,annotated + recovered in data
seq_b2172_9,shuffled annotated,-0.272315000000003,b2172,annotated + recovered in data
seq_b2173,annotated,-3.60793,b2173,annotated + recovered in data
seq_b2173_0,shuffled alternative,-1.06957,b2173,alternative + annotated found
seq_b2173_0,shuffled annotated,-0.784380000000001,b2173,annotated + recovered in data
seq_b2173_1,shuffled alternative,-3.095715,b2173,alternative + annotated found
seq_b2173_1,shuffled annotated,-7.41374,b2173,annotated + recovered in data
seq_b2173_133,alternative,-2.914135,b2173,alternative + annotated found
seq_b2173_150,alternative,-5.657605,b2173,alternative + annotated found
seq_b2173_2,shuffled alternative,-10.77887,b2173,alternative + annotated found
seq_b2173_2,shuffled annotated,-0.784380000000001,b2173,annotated + recovered in data
seq_b2173_3,shuffled alternative,-4.467295,b2173,alternative + annotated found
seq_b2173_3,shuffled annotated,0,b2173,annotated + recovered in data
seq_b2173_4,shuffled alternative,-4.467295,b2173,alternative + annotated found
seq_b2173_4,shuffled annotated,-0.272315000000003,b2173,annotated + recovered in data
seq_b2173_5,shuffled alternative,-4.467295,b2173,alternative + annotated found
seq_b2173_5,shuffled annotated,-0.359835,b2173,annotated + recovered in data
seq_b2173_6,shuffled alternative,-3.095715,b2173,alternative + annotated found
seq_b2173_6,shuffled annotated,-0.784380000000001,b2173,annotated + recovered in data
seq_b2173_7,shuffled alternative,-0.746687000000001,b2173,alternative + annotated found
seq_b2173_7,shuffled annotated,-1.06957,b2173,annotated + recovered in data
seq_b2173_8,shuffled alternative,-5.657605,b2173,alternative + annotated found
seq_b2173_8,shuffled annotated,-3.60793,b2173,annotated + recovered in data
seq_b2173_9,shuffled alternative,-6.7566,b2173,alternative + annotated found
seq_b2173_9,shuffled annotated,-0.784380000000001,b2173,annotated + recovered in data
seq_b2174,annotated,-0.359835,b2174,annotated + recovered in data
seq_b2174_0,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_1,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_2,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_3,shuffled annotated,-0.359835,b2174,annotated + recovered in data
seq_b2174_4,shuffled annotated,-0.359835,b2174,annotated + recovered in data
seq_b2174_5,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_6,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_7,shuffled annotated,-1.19807,b2174,annotated + recovered in data
seq_b2174_8,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2174_9,shuffled annotated,0,b2174,annotated + recovered in data
seq_b2175,annotated,-3.656465,b2175,annotated + recovered in data
seq_b2175_0,shuffled annotated,0,b2175,annotated + recovered in data
seq_b2175_1,shuffled annotated,-8.752725,b2175,annotated + recovered in data
seq_b2175_2,shuffled annotated,0,b2175,annotated + recovered in data
seq_b2175_3,shuffled annotated,-2.833755,b2175,annotated + recovered in data
seq_b2175_4,shuffled annotated,-1.06957,b2175,annotated + recovered in data
seq_b2175_5,shuffled annotated,-3.656465,b2175,annotated + recovered in data
seq_b2175_6,shuffled annotated,-5.657605,b2175,annotated + recovered in data
seq_b2175_7,shuffled annotated,-2.68108,b2175,annotated + recovered in data
seq_b2175_8,shuffled annotated,-5.657605,b2175,annotated + recovered in data
seq_b2175_9,shuffled annotated,-3.656465,b2175,annotated + recovered in data
seq_b2176,annotated,-3.60823,b2176,annotated but not recovered in data
seq_b2176_0,shuffled annotated,-3.60823,b2176,annotated but not recovered in data
seq_b2176_1,shuffled annotated,-3.60823,b2176,annotated but not recovered in data
seq_b2176_2,shuffled annotated,-1.99672,b2176,annotated but not recovered in data
seq_b2176_3,shuffled annotated,0,b2176,annotated but not recovered in data
seq_b2176_4,shuffled annotated,0,b2176,annotated but not recovered in data
seq_b2176_5,shuffled annotated,-2.68108,b2176,annotated but not recovered in data
seq_b2176_6,shuffled annotated,-3.095715,b2176,annotated but not recovered in data
seq_b2176_7,shuffled annotated,-3.60823,b2176,annotated but not recovered in data
seq_b2176_8,shuffled annotated,-0.832615000000001,b2176,annotated but not recovered in data
seq_b2176_9,shuffled annotated,-2.68108,b2176,annotated but not recovered in data
seq_b2177,annotated,-3.60823,b2177,annotated + recovered in data
seq_b2177_0,shuffled alternative,-2.70311,b2177,alternative + annotated found
seq_b2177_0,shuffled annotated,-3.60823,b2177,annotated + recovered in data
seq_b2177_1,shuffled alternative,-0.806410000000001,b2177,alternative + annotated found
seq_b2177_1,shuffled annotated,0,b2177,annotated + recovered in data
seq_b2177_10,alternative,-3.60823,b2177,alternative + annotated found
seq_b2177_2,shuffled alternative,-2.70311,b2177,alternative + annotated found
seq_b2177_2,shuffled annotated,-2.68108,b2177,annotated + recovered in data
seq_b2177_3,shuffled alternative,0,b2177,alternative + annotated found
seq_b2177_3,shuffled annotated,-5.24147,b2177,annotated + recovered in data
seq_b2177_4,shuffled alternative,-0.359835,b2177,alternative + annotated found
seq_b2177_4,shuffled annotated,-3.095715,b2177,annotated + recovered in data
seq_b2177_5,shuffled alternative,-1.9320600000000001,b2177,alternative + annotated found
seq_b2177_5,shuffled annotated,-0.359835,b2177,annotated + recovered in data
seq_b2177_6,shuffled alternative,0,b2177,alternative + annotated found
seq_b2177_6,shuffled annotated,-1.9320600000000001,b2177,annotated + recovered in data
seq_b2177_7,shuffled alternative,-2.936165,b2177,alternative + annotated found
seq_b2177_7,shuffled annotated,-2.70311,b2177,annotated + recovered in data
seq_b2177_8,shuffled alternative,0,b2177,alternative + annotated found
seq_b2177_8,shuffled annotated,-0.784380000000001,b2177,annotated + recovered in data
seq_b2177_9,shuffled alternative,-1.883825,b2177,alternative + annotated found
seq_b2177_9,shuffled annotated,-0.272315000000003,b2177,annotated + recovered in data
seq_b2178,annotated,-3.60793,b2178,annotated but not recovered in data
seq_b2178_0,shuffled annotated,-0.784380000000001,b2178,annotated but not recovered in data
seq_b2178_1,shuffled annotated,-3.60823,b2178,annotated but not recovered in data
seq_b2178_2,shuffled annotated,-3.60823,b2178,annotated but not recovered in data
seq_b2178_3,shuffled annotated,-0.359835,b2178,annotated but not recovered in data
seq_b2178_4,shuffled annotated,-3.60793,b2178,annotated but not recovered in data
seq_b2178_5,shuffled annotated,-0.784380000000001,b2178,annotated but not recovered in data
seq_b2178_6,shuffled annotated,-0.655360000000002,b2178,annotated but not recovered in data
seq_b2178_7,shuffled annotated,-0.784380000000001,b2178,annotated but not recovered in data
seq_b2178_8,shuffled annotated,-0.784380000000001,b2178,annotated but not recovered in data
seq_b2178_9,shuffled annotated,0,b2178,annotated but not recovered in data
seq_b2179,annotated,-5.943625,b2179,annotated but not recovered in data
seq_b2179_0,shuffled alternative,-1.883825,b2179,alternative but no annotated found
seq_b2179_0,shuffled annotated,-2.729315,b2179,annotated but not recovered in data
seq_b2179_1,shuffled alternative,0,b2179,alternative but no annotated found
seq_b2179_1,shuffled annotated,-4.68222,b2179,annotated but not recovered in data
seq_b2179_125,alternative,-0.918485,b2179,alternative but no annotated found
seq_b2179_2,shuffled alternative,-3.60793,b2179,alternative but no annotated found
seq_b2179_2,shuffled annotated,0,b2179,annotated but not recovered in data
seq_b2179_3,shuffled alternative,-7.95547,b2179,alternative but no annotated found
seq_b2179_3,shuffled annotated,-7.02862,b2179,annotated but not recovered in data
seq_b2179_4,shuffled alternative,-3.52041,b2179,alternative but no annotated found
seq_b2179_4,shuffled annotated,-1.06957,b2179,annotated but not recovered in data
seq_b2179_5,shuffled alternative,-0.806410000000001,b2179,alternative but no annotated found
seq_b2179_5,shuffled annotated,0,b2179,annotated but not recovered in data
seq_b2179_6,shuffled alternative,-0.359835,b2179,alternative but no annotated found
seq_b2179_6,shuffled annotated,-0.918485,b2179,annotated but not recovered in data
seq_b2179_7,shuffled alternative,-0.918485,b2179,alternative but no annotated found
seq_b2179_7,shuffled annotated,-1.06957,b2179,annotated but not recovered in data
seq_b2179_8,shuffled alternative,-1.883825,b2179,alternative but no annotated found
seq_b2179_8,shuffled annotated,-1.19807,b2179,annotated but not recovered in data
seq_b2179_9,shuffled alternative,-5.24147,b2179,alternative but no annotated found
seq_b2179_9,shuffled annotated,-0.918485,b2179,annotated but not recovered in data
seq_b2180,annotated,-0.784380000000001,b2180,annotated but not recovered in data
seq_b2180_0,shuffled annotated,0,b2180,annotated but not recovered in data
seq_b2180_1,shuffled annotated,-0.784380000000001,b2180,annotated but not recovered in data
seq_b2180_2,shuffled annotated,-3.095715,b2180,annotated but not recovered in data
seq_b2180_3,shuffled annotated,-1.85867,b2180,annotated but not recovered in data
seq_b2180_4,shuffled annotated,-4.5947,b2180,annotated but not recovered in data
seq_b2180_5,shuffled annotated,-0.784380000000001,b2180,annotated but not recovered in data
seq_b2180_6,shuffled annotated,-3.60793,b2180,annotated but not recovered in data
seq_b2180_7,shuffled annotated,-1.8807,b2180,annotated but not recovered in data
seq_b2180_8,shuffled annotated,-3.60793,b2180,annotated but not recovered in data
seq_b2180_9,shuffled annotated,0,b2180,annotated but not recovered in data
seq_b2181,annotated,-5.657605,b2181,annotated + recovered in data
seq_b2181_.8,alternative,-3.724597,b2181,alternative + annotated found
seq_b2181_0,shuffled alternative,-2.729315,b2181,alternative + annotated found
seq_b2181_0,shuffled annotated,-1.9320600000000001,b2181,annotated + recovered in data
seq_b2181_1,shuffled alternative,-5.657605,b2181,alternative + annotated found
seq_b2181_1,shuffled annotated,-3.656465,b2181,annotated + recovered in data
seq_b2181_2,shuffled alternative,-0.746687000000001,b2181,alternative + annotated found
seq_b2181_2,shuffled annotated,-3.095715,b2181,annotated + recovered in data
seq_b2181_3,shuffled alternative,-3.120075,b2181,alternative + annotated found
seq_b2181_3,shuffled annotated,-1.8807,b2181,annotated + recovered in data
seq_b2181_4,shuffled alternative,-2.70311,b2181,alternative + annotated found
seq_b2181_4,shuffled annotated,-0.806410000000001,b2181,annotated + recovered in data
seq_b2181_5,shuffled alternative,-3.656465,b2181,alternative + annotated found
seq_b2181_5,shuffled annotated,-4.467295,b2181,annotated + recovered in data
seq_b2181_6,shuffled alternative,-9.563855,b2181,alternative + annotated found
seq_b2181_6,shuffled annotated,-3.095715,b2181,annotated + recovered in data
seq_b2181_7,shuffled alternative,-2.68108,b2181,alternative + annotated found
seq_b2181_7,shuffled annotated,-0.272315000000003,b2181,annotated + recovered in data
seq_b2181_8,shuffled alternative,-7.076855,b2181,alternative + annotated found
seq_b2181_8,shuffled annotated,0,b2181,annotated + recovered in data
seq_b2181_9,shuffled alternative,-1.99672,b2181,alternative + annotated found
seq_b2181_9,shuffled annotated,0,b2181,annotated + recovered in data
seq_b2182,annotated,-3.60793,b2182,annotated + recovered in data
seq_b2182_0,shuffled annotated,-2.70311,b2182,annotated + recovered in data
seq_b2182_1,shuffled annotated,0,b2182,annotated + recovered in data
seq_b2182_2,shuffled annotated,-2.70311,b2182,annotated + recovered in data
seq_b2182_3,shuffled annotated,-5.24147,b2182,annotated + recovered in data
seq_b2182_4,shuffled annotated,-3.60793,b2182,annotated + recovered in data
seq_b2182_5,shuffled annotated,-1.06957,b2182,annotated + recovered in data
seq_b2182_6,shuffled annotated,-1.99672,b2182,annotated + recovered in data
seq_b2182_7,shuffled annotated,-0.359835,b2182,annotated + recovered in data
seq_b2182_8,shuffled annotated,-5.50463,b2182,annotated + recovered in data
seq_b2182_9,shuffled annotated,-0.784380000000001,b2182,annotated + recovered in data
seq_b2183,annotated,-0.784380000000001,b2183,annotated but not recovered in data
seq_b2183_0,shuffled alternative,-4.730455,b2183,alternative but no annotated found
seq_b2183_0,shuffled annotated,-0.784380000000001,b2183,annotated but not recovered in data
seq_b2183_1,shuffled alternative,-2.833755,b2183,alternative but no annotated found
seq_b2183_1,shuffled annotated,-0.784380000000001,b2183,annotated but not recovered in data
seq_b2183_2,shuffled alternative,-3.60823,b2183,alternative but no annotated found
seq_b2183_2,shuffled annotated,-0.784380000000001,b2183,annotated but not recovered in data
seq_b2183_3,shuffled alternative,-2.68108,b2183,alternative but no annotated found
seq_b2183_3,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2183_4,shuffled alternative,0,b2183,alternative but no annotated found
seq_b2183_4,shuffled annotated,-0.784380000000001,b2183,annotated but not recovered in data
seq_b2183_5,shuffled alternative,-3.724597,b2183,alternative but no annotated found
seq_b2183_5,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2183_6,shuffled alternative,-3.120075,b2183,alternative but no annotated found
seq_b2183_6,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2183_7,shuffled alternative,-3.724597,b2183,alternative but no annotated found
seq_b2183_7,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2183_8,shuffled alternative,0,b2183,alternative but no annotated found
seq_b2183_8,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2183_9,alternative,-0.784380000000001,b2183,alternative but no annotated found
seq_b2183_9,shuffled alternative,0,b2183,alternative but no annotated found
seq_b2183_9,shuffled annotated,0,b2183,annotated but not recovered in data
seq_b2184,annotated,0,b2184,annotated + recovered in data
seq_b2184_0,shuffled annotated,-0.359835,b2184,annotated + recovered in data
seq_b2184_1,shuffled annotated,0,b2184,annotated + recovered in data
seq_b2184_2,shuffled annotated,0,b2184,annotated + recovered in data
seq_b2184_3,shuffled annotated,0,b2184,annotated + recovered in data
seq_b2184_4,shuffled annotated,0,b2184,annotated + recovered in data
seq_b2184_5,shuffled annotated,-0.359835,b2184,annotated + recovered in data
seq_b2184_6,shuffled annotated,-0.359835,b2184,annotated + recovered in data
seq_b2184_7,shuffled annotated,0,b2184,annotated + recovered in data
seq_b2184_8,shuffled annotated,-1.40657,b2184,annotated + recovered in data
seq_b2184_9,shuffled annotated,-1.40657,b2184,annotated + recovered in data
seq_b2185,annotated,-0.359835,b2185,annotated + recovered in data
seq_b2185_0,shuffled annotated,-2.68108,b2185,annotated + recovered in data
seq_b2185_1,shuffled annotated,-7.530775,b2185,annotated + recovered in data
seq_b2185_2,shuffled annotated,-3.60823,b2185,annotated + recovered in data
seq_b2185_3,shuffled annotated,-3.60823,b2185,annotated + recovered in data
seq_b2185_4,shuffled annotated,-5.50463,b2185,annotated + recovered in data
seq_b2185_5,shuffled annotated,-4.707225,b2185,annotated + recovered in data
seq_b2185_6,shuffled annotated,-3.60823,b2185,annotated + recovered in data
seq_b2185_7,shuffled annotated,-0.359835,b2185,annotated + recovered in data
seq_b2185_8,shuffled annotated,-1.06957,b2185,annotated + recovered in data
seq_b2185_9,shuffled annotated,0,b2185,annotated + recovered in data
seq_b2186,annotated,-3.60793,b2186,annotated + recovered in data
seq_b2186_0,shuffled annotated,-6.04734,b2186,annotated + recovered in data
seq_b2186_1,shuffled annotated,-0.359835,b2186,annotated + recovered in data
seq_b2186_2,shuffled annotated,0,b2186,annotated + recovered in data
seq_b2186_3,shuffled annotated,0,b2186,annotated + recovered in data
seq_b2186_4,shuffled annotated,0,b2186,annotated + recovered in data
seq_b2186_5,shuffled annotated,-0.784380000000001,b2186,annotated + recovered in data
seq_b2186_6,shuffled annotated,-4.707225,b2186,annotated + recovered in data
seq_b2186_7,shuffled annotated,-1.06957,b2186,annotated + recovered in data
seq_b2186_8,shuffled annotated,-0.784380000000001,b2186,annotated + recovered in data
seq_b2186_9,shuffled annotated,-6.856025,b2186,annotated + recovered in data
seq_b2187,annotated,0,b2187,annotated but not recovered in data
seq_b2187_0,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_1,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_2,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_3,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_4,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_5,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_6,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_7,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_8,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2187_9,shuffled annotated,0,b2187,annotated but not recovered in data
seq_b2188,annotated,-1.06957,b2188,annotated but not recovered in data
seq_b2188_0,shuffled annotated,-1.06957,b2188,annotated but not recovered in data
seq_b2188_1,shuffled annotated,-3.272025,b2188,annotated but not recovered in data
seq_b2188_2,shuffled annotated,-3.120075,b2188,annotated but not recovered in data
seq_b2188_3,shuffled annotated,-4.707225,b2188,annotated but not recovered in data
seq_b2188_4,shuffled annotated,-2.68108,b2188,annotated but not recovered in data
seq_b2188_5,shuffled annotated,-6.856025,b2188,annotated but not recovered in data
seq_b2188_6,shuffled annotated,-3.724597,b2188,annotated but not recovered in data
seq_b2188_7,shuffled annotated,-3.60793,b2188,annotated but not recovered in data
seq_b2188_8,shuffled annotated,-3.120075,b2188,annotated but not recovered in data
seq_b2188_9,shuffled annotated,0,b2188,annotated but not recovered in data
seq_b2190,annotated,0,b2190,annotated + recovered in data
seq_b2190_0,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_1,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_2,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_3,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_4,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_5,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_6,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_7,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_8,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2190_9,shuffled annotated,0,b2190,annotated + recovered in data
seq_b2192,annotated,0,b2192,annotated but not recovered in data
seq_b2192_0,shuffled annotated,-0.359835,b2192,annotated but not recovered in data
seq_b2192_1,shuffled annotated,-1.883825,b2192,annotated but not recovered in data
seq_b2192_2,shuffled annotated,0,b2192,annotated but not recovered in data
seq_b2192_3,shuffled annotated,-0.359835,b2192,annotated but not recovered in data
seq_b2192_4,shuffled annotated,0,b2192,annotated but not recovered in data
seq_b2192_5,shuffled annotated,0,b2192,annotated but not recovered in data
seq_b2192_6,shuffled annotated,-0.359835,b2192,annotated but not recovered in data
seq_b2192_7,shuffled annotated,0,b2192,annotated but not recovered in data
seq_b2192_8,shuffled annotated,0,b2192,annotated but not recovered in data
seq_b2192_9,shuffled annotated,-0.359835,b2192,annotated but not recovered in data
seq_b2193,annotated,-3.60793,b2193,annotated + recovered in data
seq_b2193_0,shuffled annotated,0,b2193,annotated + recovered in data
seq_b2193_1,shuffled annotated,0,b2193,annotated + recovered in data
seq_b2193_2,shuffled annotated,-3.22379,b2193,annotated + recovered in data
seq_b2193_3,shuffled annotated,-2.68108,b2193,annotated + recovered in data
seq_b2193_4,shuffled annotated,-1.06957,b2193,annotated + recovered in data
seq_b2193_5,shuffled annotated,-2.68108,b2193,annotated + recovered in data
seq_b2193_6,shuffled annotated,0,b2193,annotated + recovered in data
seq_b2193_7,shuffled annotated,0,b2193,annotated + recovered in data
seq_b2193_8,shuffled annotated,-2.68108,b2193,annotated + recovered in data
seq_b2193_9,shuffled annotated,-1.40657,b2193,annotated + recovered in data
seq_b2194,annotated,-6.856025,b2194,annotated + recovered in data
seq_b2194_0,shuffled annotated,-2.68108,b2194,annotated + recovered in data
seq_b2194_1,shuffled annotated,-1.06957,b2194,annotated + recovered in data
seq_b2194_2,shuffled annotated,-4.59019,b2194,annotated + recovered in data
seq_b2194_3,shuffled annotated,-0.784380000000001,b2194,annotated + recovered in data
seq_b2194_4,shuffled annotated,-1.06957,b2194,annotated + recovered in data
seq_b2194_5,shuffled annotated,-3.60823,b2194,annotated + recovered in data
seq_b2194_6,shuffled annotated,-6.856025,b2194,annotated + recovered in data
seq_b2194_7,shuffled annotated,-6.856025,b2194,annotated + recovered in data
seq_b2194_8,shuffled annotated,-0.784380000000001,b2194,annotated + recovered in data
seq_b2194_9,shuffled annotated,0,b2194,annotated + recovered in data
seq_b2195,annotated,-6.856025,b2195,annotated + recovered in data
seq_b2195_0,shuffled annotated,-1.126985,b2195,annotated + recovered in data
seq_b2195_1,shuffled annotated,0,b2195,annotated + recovered in data
seq_b2195_2,shuffled annotated,0,b2195,annotated + recovered in data
seq_b2195_3,shuffled annotated,0,b2195,annotated + recovered in data
seq_b2195_4,shuffled annotated,-1.9320600000000001,b2195,annotated + recovered in data
seq_b2195_5,shuffled annotated,0,b2195,annotated + recovered in data
seq_b2195_6,shuffled annotated,0,b2195,annotated + recovered in data
seq_b2195_7,shuffled annotated,-1.99672,b2195,annotated + recovered in data
seq_b2195_8,shuffled annotated,-0.784380000000001,b2195,annotated + recovered in data
seq_b2195_9,shuffled annotated,-1.99672,b2195,annotated + recovered in data
seq_b2196,annotated,-2.68108,b2196,annotated but not recovered in data
seq_b2196_0,shuffled annotated,-0.359835,b2196,annotated but not recovered in data
seq_b2196_1,shuffled annotated,-0.359835,b2196,annotated but not recovered in data
seq_b2196_2,shuffled annotated,0,b2196,annotated but not recovered in data
seq_b2196_3,shuffled annotated,-0.359835,b2196,annotated but not recovered in data
seq_b2196_4,shuffled annotated,-3.60793,b2196,annotated but not recovered in data
seq_b2196_5,shuffled annotated,0,b2196,annotated but not recovered in data
seq_b2196_6,shuffled annotated,0,b2196,annotated but not recovered in data
seq_b2196_7,shuffled annotated,-0.784380000000001,b2196,annotated but not recovered in data
seq_b2196_8,shuffled annotated,-1.06957,b2196,annotated but not recovered in data
seq_b2196_9,shuffled annotated,0,b2196,annotated but not recovered in data
seq_b2197,annotated,-6.856025,b2197,annotated + recovered in data
seq_b2197_0,shuffled annotated,-5.24147,b2197,annotated + recovered in data
seq_b2197_1,shuffled annotated,-1.883825,b2197,annotated + recovered in data
seq_b2197_2,shuffled annotated,-1.8807,b2197,annotated + recovered in data
seq_b2197_3,shuffled annotated,-1.126985,b2197,annotated + recovered in data
seq_b2197_4,shuffled annotated,-1.99672,b2197,annotated + recovered in data
seq_b2197_5,shuffled annotated,-1.9320600000000001,b2197,annotated + recovered in data
seq_b2197_6,shuffled annotated,-1.06957,b2197,annotated + recovered in data
seq_b2197_7,shuffled annotated,-1.883825,b2197,annotated + recovered in data
seq_b2197_8,shuffled annotated,-1.99672,b2197,annotated + recovered in data
seq_b2197_9,shuffled annotated,-0.784380000000001,b2197,annotated + recovered in data
seq_b2198,annotated,-3.60793,b2198,annotated but not recovered in data
seq_b2198_0,shuffled annotated,-0.806410000000001,b2198,annotated but not recovered in data
seq_b2198_1,shuffled annotated,-3.60823,b2198,annotated but not recovered in data
seq_b2198_2,shuffled annotated,-0.784380000000001,b2198,annotated but not recovered in data
seq_b2198_3,shuffled annotated,-0.359835,b2198,annotated but not recovered in data
seq_b2198_4,shuffled annotated,-2.68108,b2198,annotated but not recovered in data
seq_b2198_5,shuffled annotated,-1.883825,b2198,annotated but not recovered in data
seq_b2198_6,shuffled annotated,-4.707225,b2198,annotated but not recovered in data
seq_b2198_7,shuffled annotated,-1.883825,b2198,annotated but not recovered in data
seq_b2198_8,shuffled annotated,-0.272315000000003,b2198,annotated but not recovered in data
seq_b2198_9,shuffled annotated,-9.00220500000001,b2198,annotated but not recovered in data
seq_b2199,annotated,-2.914135,b2199,annotated + recovered in data
seq_b2199_0,shuffled annotated,-0.918485,b2199,annotated + recovered in data
seq_b2199_1,shuffled annotated,0,b2199,annotated + recovered in data
seq_b2199_2,shuffled annotated,0,b2199,annotated + recovered in data
seq_b2199_3,shuffled annotated,-0.272315000000003,b2199,annotated + recovered in data
seq_b2199_4,shuffled annotated,-2.68108,b2199,annotated + recovered in data
seq_b2199_5,shuffled annotated,-0.359835,b2199,annotated + recovered in data
seq_b2199_6,shuffled annotated,-0.918485,b2199,annotated + recovered in data
seq_b2199_7,shuffled annotated,-1.99672,b2199,annotated + recovered in data
seq_b2199_8,shuffled annotated,-5.41711,b2199,annotated + recovered in data
seq_b2199_9,shuffled annotated,-0.784380000000001,b2199,annotated + recovered in data
seq_b2200,annotated,-4.68222,b2200,annotated but not recovered in data
seq_b2200_0,shuffled annotated,-1.99672,b2200,annotated but not recovered in data
seq_b2200_1,shuffled annotated,-1.99672,b2200,annotated but not recovered in data
seq_b2200_2,shuffled annotated,0,b2200,annotated but not recovered in data
seq_b2200_3,shuffled annotated,0,b2200,annotated but not recovered in data
seq_b2200_4,shuffled annotated,-0.784380000000001,b2200,annotated but not recovered in data
seq_b2200_5,shuffled annotated,-3.60793,b2200,annotated but not recovered in data
seq_b2200_6,shuffled annotated,-1.99672,b2200,annotated but not recovered in data
seq_b2200_7,shuffled annotated,0,b2200,annotated but not recovered in data
seq_b2200_8,shuffled annotated,0,b2200,annotated but not recovered in data
seq_b2200_9,shuffled annotated,-0.784380000000001,b2200,annotated but not recovered in data
seq_b2201,annotated,-1.85867,b2201,annotated but not recovered in data
seq_b2201_0,shuffled annotated,0,b2201,annotated but not recovered in data
seq_b2201_1,shuffled annotated,-1.8807,b2201,annotated but not recovered in data
seq_b2201_2,shuffled annotated,-1.85867,b2201,annotated but not recovered in data
seq_b2201_3,shuffled annotated,-0.918485,b2201,annotated but not recovered in data
seq_b2201_4,shuffled annotated,-1.8807,b2201,annotated but not recovered in data
seq_b2201_5,shuffled annotated,-1.85867,b2201,annotated but not recovered in data
seq_b2201_6,shuffled annotated,-5.13192,b2201,annotated but not recovered in data
seq_b2201_7,shuffled annotated,-0.806410000000001,b2201,annotated but not recovered in data
seq_b2201_8,shuffled annotated,-0.655360000000002,b2201,annotated but not recovered in data
seq_b2201_9,shuffled annotated,0,b2201,annotated but not recovered in data
seq_b2202,annotated,-3.656465,b2202,annotated + recovered in data
seq_b2202_0,shuffled alternative,-1.9320600000000001,b2202,alternative + annotated found
seq_b2202_0,shuffled annotated,-9.679875,b2202,annotated + recovered in data
seq_b2202_1,shuffled alternative,-6.7566,b2202,alternative + annotated found
seq_b2202_1,shuffled annotated,-5.181747,b2202,annotated + recovered in data
seq_b2202_2,shuffled alternative,-1.06957,b2202,alternative + annotated found
seq_b2202_2,shuffled annotated,-10.290715,b2202,annotated + recovered in data
seq_b2202_3,shuffled alternative,-3.60793,b2202,alternative + annotated found
seq_b2202_3,shuffled annotated,-3.656465,b2202,annotated + recovered in data
seq_b2202_4,shuffled alternative,-5.180155,b2202,alternative + annotated found
seq_b2202_4,shuffled annotated,-2.833755,b2202,annotated + recovered in data
seq_b2202_44,alternative,0,b2202,alternative + annotated found
seq_b2202_5,shuffled alternative,-3.724597,b2202,alternative + annotated found
seq_b2202_5,shuffled annotated,-2.68108,b2202,annotated + recovered in data
seq_b2202_6,shuffled alternative,0,b2202,alternative + annotated found
seq_b2202_6,shuffled annotated,-3.656465,b2202,annotated + recovered in data
seq_b2202_7,shuffled alternative,-6.548147,b2202,alternative + annotated found
seq_b2202_7,shuffled annotated,-1.06957,b2202,annotated + recovered in data
seq_b2202_8,shuffled alternative,-3.60823,b2202,alternative + annotated found
seq_b2202_8,shuffled annotated,-3.60793,b2202,annotated + recovered in data
seq_b2202_9,shuffled alternative,0,b2202,alternative + annotated found
seq_b2202_9,shuffled annotated,-4.21907,b2202,annotated + recovered in data
seq_b2203,annotated,-5.24147,b2203,annotated + recovered in data
seq_b2203_0,shuffled annotated,-1.06957,b2203,annotated + recovered in data
seq_b2203_1,shuffled annotated,0,b2203,annotated + recovered in data
seq_b2203_2,shuffled annotated,-4.21907,b2203,annotated + recovered in data
seq_b2203_3,shuffled annotated,-3.60793,b2203,annotated + recovered in data
