locus_tag	gene	start_position	strand	peak_R1	peak_R2	peak_R3	peak_R4	peak_R5
b3502	arsB	3648935	1	101.764	80.4425	100.238	74.4854	80.1308
b3503	arsC	3650237	1	-	-	-	-	-
b3504	yhiS	3651291	1	17.0818	21.5114	9.854239999999999	19.4364	18.7208
b3504	yhiS	3653231	1	-	-	-	-	-
b3505	insH1	3653198	-1	-	-	-	-	-
b3506	slp	3653961	1	1415.13	906.779	1264.31	704.9780000000001	733.232
b3507	dctR	3654683	1	-	-	-	7.39838	7.800339999999999
b3508	yhiD	3655902	-1	-	-	-	-	-
b3509	hdeB	3656292	-1	194.80599999999998	376.899	188.82	408.039	411.00699999999995
b3510	hdeA	3656740	-1	265.556	253.734	399.99699999999996	217.688	200.54
b3511	hdeD	3656995	1	15.7492	9.20486	7.52313	7.64917	13.3315
b3512	gadE	3658366	1	109.51799999999999	123.765	86.463	74.1092	82.9673
b3513	mdtE	3659232	1	508.82099999999997	1025.14	701.558	1157.78	1229.62
b3514	mdtF	3660414	1	47.1265	72.6384	61.0327	75.6139	69.9194
b3515	gadW	3664618	-1	119.694	101.75399999999999	70.9929	64.4537	87.22200000000001
b3516	gadX	3665810	-1	-	-	-	-	-
b3517	gadA	3667580	-1	704.232	835.041	855.0939999999999	765.92	904.698
b3518	yhjA	3669188	-1	70.6292	80.8427	60.5029	68.0902	54.6024
b3519	treF	3669592	1	61.3008	67.5357	53.6156	69.0933	70.2031
b3520	yhjB	3671894	-1	81.0479	78.1413	124.926	86.2726	80.4145
b3521	yhjC	3672414	1	12.7205	17.4092	19.2846	19.938	17.4444
b3522	yhjD	3673362	1	179.662	186.398	142.834	164.896	166.218
b3523	yhjE	3674786	1	10.9033	18.2096	9.4304	11.7872	10.9205
b3524	yhjG	3678350	-1	110.85	86.3456	107.655	96.4297	105.234
b3525	yhjH	3679187	-1	43.3709	85.245	50.3308	99.9408	102.681
b3526	kdgK	3679419	1	81.5325	68.236	54.4632	37.3681	39.8527
b3527	yhjJ	3681940	-1	19.8682	28.7152	20.7681	24.3269	36.7325
b3528	dctA	3683447	-1	8.23805	15.7083	13.033	12.7904	11.2041
b3529	yhjK	3685618	-1	-	-	-	-	-
b3530	bcsC	3689173	-1	9.328380000000001	11.7062	10.1721	11.9126	13.4733
b3531	bcsZ	3690261	-1	376.043	319.569	453.401	426.347	401.93
b3532	bcsB	3692607	-1	-	-	-	-	-
b3533	bcsA	3695236	-1	-	-	-	-	-
b3534	bcsQ	3695985	-1	-	-	-	-	-
b3535	yhjR	3696185	-1	17.4453	25.7136	16.9535	22.3205	24.9611
b3536	bcsE	3696458	1	224.002	196.804	218.489	167.028	174.16
b3537	bcsF	3698026	1	9.207230000000001	13.6072	9.854239999999999	16.3015	12.7642
b3538	bcsG	3698214	1	5.08821	5.3028	-	-	-
b4453	ldrD	3700087	-1	28.3486	11.7062	10.2781	13.6682	17.1608
b3539	yhjV	3700563	1	26.1679	33.2175	20.2383	32.7284	33.0451
b3540	dppF	3702868	-1	12.4782	14.7078	27.7614	23.1983	21.9828
b3541	dppD	3703848	-1	369.259	376.599	356.44800000000004	352.48900000000003	358.816
b3542	dppC	3704761	-1	94.3741	162.786	99.8139	204.145	232.167
b3543	dppB	3705790	-1	-	-	-	-	-
b3544	dppA	3707705	-1	549.0419999999999	946.1	669.559	905.4860000000001	889.2389999999999
b3546	eptB	3710475	-1	14.1743	16.6088	17.6953	15.1729	14.6079
b3547	yhjX	3712007	-1	11.509	11.405999999999999	5.192019999999999	10.6587	14.7497
b3548	yhjY	3712934	-1	-	-	-	-	-
b3549	tag	3713092	1	122.965	84.1444	96.3173	73.10600000000001	90.2003
b3550	yiaC	3713652	1	-	-	-	-	-
b3551	bisC	3716394	-1	30.0447	19.9105	16.1059	18.8094	17.5862
b3552	yiaD	3716547	1	1551.42	1619.46	2191.24	1639.43	1697.92
b3553	ghrB	3717310	1	210.797	295.056	297.005	342.08099999999996	336.833
b3554	yiaF	3719044	-1	205.588	144.576	250.7	247.532	184.514
b3555	yiaG	3719478	1	1256.42	923.488	1277.55	747.9889999999999	841.444
b3556	cspA	3720049	1	71.8407	164.987	150.675	159.379	145.086
b4647	mokA	3720632	-1	-	-	-	-	-
b4455	hokA	3720600	-1	-	-	-	-	-
b3557	insJ	3720680	1	-	-	-	-	-
b3558	insK	3721198	1	-	-	-	-	-
b3559	glyS	3724397	-1	301.9	362.792	426.16900000000004	442.022	491.705
b3560	glyQ	3725318	-1	5.93624	6.103219999999999	-	5.26664	-
b4553	ysaB	3725712	-1	9.328380000000001	11.6061	10.9138	10.9095	8.93494
b3561	wecH	3725887	1	54.1531	62.8332	29.4568	27.7126	43.2565
b3562	yiaA	3727361	-1	1163.75	1070.47	1209.63	1241.8	1192.18
b3563	yiaB	3727748	-1	163.91299999999998	134.871	79.2578	101.822	108.212
b3564	xylB	3729371	-1	47.4899	82.5436	41.854	82.3853	105.943
b3565	xylA	3730765	-1	8.6015	10.3054	12.2913	10.2825	10.6368
b3566	xylF	3731131	1	16.1127	11.9063	9.32444	10.6587	7.800339999999999
b3567	xylG	3732201	1	-	-	-	5.517440000000001	-
b3568	xylH	3733720	1	15.1435	21.9116	15.0463	22.3205	17.7281
b3569	xylR	3734979	1	19.9894	22.712	18.331	21.6936	18.2954
b3570	bax	3737177	-1	15.2646	15.9084	11.2317	14.4206	19.7136
b3571	malS	3737497	1	66.2679	81.5431	75.0194	82.6361	63.9628
b3572	avtA	3739705	1	-	-	-	-	-
b3573	ysaA	3741582	-1	211.403	215.71400000000003	296.369	287.534	238.69099999999997
b3574	yiaJ	3742532	-1	125.26700000000001	78.6415	87.3107	65.2061	67.6503
b3575	yiaK	3742733	1	1646.28	1122.89	1514.48	1167.19	1357.69
b3576	yiaL	3743743	1	105.399	58.0306	52.6619	32.2268	60.1336
b3577	yiaM	3744328	1	74.9905	95.7506	77.6684	82.6361	85.2365
b3578	yiaN	3744804	1	-	-	-	-	-
b3579	yiaO	3746094	1	95.9491	141.675	84.6617	105.709	102.681
b3580	lyxK	3747084	1	-	-	5.29798	-	-
b3581	sgbH	3748577	1	31.6196	32.8173	35.7084	33.1046	26.3793
b3582	sgbU	3749232	1	26.1679	41.3218	42.5958	61.3188	71.905
b3583	sgbE	3750086	1	28.712	34.2181	57.2182	30.7221	24.8193
b4648	ysaC	3750914	-1	-	-	-	-	-
b4649	ysaD	3750918	1	-	-	-	-	-
b3584	yiaT	3751868	-1	463.269	365.093	374.037	333.30300000000005	372.715
b3585	yiaU	3751992	1	33.4368	28.415	33.5892	20.8158	24.252
b3586	yiaV	3754099	-1	36.8289	48.4256	39.8408	46.2712	49.6386
b3587	yiaW	3754428	-1	11.509	15.9084	8.05293	12.4142	10.7787
b3588	aldB	3756511	-1	243.99200000000002	219.71599999999998	240.21	211.042	199.122
b3589	yiaY	3757827	-1	-	-	-	-	-
b3590	selB	3759861	-1	154.1	167.889	165.50900000000001	124.895	144.661
b3591	selA	3761249	-1	-	-	-	-	-
b3592	yibF	3761955	-1	10.4187	11.6061	11.4436	10.6587	12.1969
b3593	rhsA	3762183	1	198.68200000000002	190.40099999999998	268.502	249.915	246.916
b3594	yibA	3766337	1	21.6855	20.0106	23.8409	19.311	11.2041
b3595	rhsJ	3767221	1	-	-	-	-	-
b3596	yibG	3768177	1	22.5335	33.5177	20.3442	30.2205	34.1797
b4650	yibS	3768639	1	7.14772	-	5.40394	-	-
b4651	yibW	3768892	1	-	-	-	-	-
b4651	yibW	3768975	1	-	-	-	-	-
b4615	yibV	3769345	1	25.441	25.5135	19.7085	23.0729	22.9756
b4615	yibV	3769673	1	-	-	-	-	-
b4652	yibU	3769948	1	-	-	-	-	-
b4652	yibU	3770033	1	-	-	-	-	-
b3597	yibH	3771379	-1	50.3975	42.5225	66.6486	30.3459	31.6268
b3598	yibI	3771744	-1	15.8704	16.2086	7.946969999999999	9.655510000000001	9.927710000000001
b3599	mtlA	3772281	1	10.1764	23.4124	5.72182	19.5618	22.6919
b3600	mtlD	3774424	1	22.1701	32.8173	11.2317	27.211	35.1725
b3601	mtlR	3775572	1	-	-	-	-	-
b4554	yibT	3776380	-1	155.069	140.274	177.058	141.447	138.988
b3602	yibL	3776665	1	65.0564	85.3451	63.2579	82.0091	79.8472
b3603	lldP	3777399	1	5.08821	5.20275	-	5.893619999999999	-
b3604	lldR	3779054	1	22.2912	39.1207	30.9402	32.3522	28.3649
b3605	lldD	3779827	1	478.17	500.064	447.467	387.725	382.784
b3606	trmL	3781215	1	7.51116	10.6056	11.7615	12.7904	12.1969
b3607	cysE	3782562	-1	-	-	-	-	-
b3608	gpsA	3783661	-1	-	-	-	6.144419999999999	5.8148
b3609	secB	3784128	-1	46.6419	67.5357	39.8408	67.3378	69.7776
b3610	grxC	3784442	-1	-	-	-	-	-
b3611	yibN	3785015	-1	6.663130000000001	7.2038	6.1456599999999995	6.52061	-
b3612	gpmM	3785260	1	47.7322	54.0285	33.6952	65.3314	69.6358
b3613	envC	3786838	1	-	-	-	-	-
b3614	yibQ	3788101	1	6.29969	9.10481	-	-	5.8148
b3615	waaH	3790081	-1	73.779	69.0365	52.6619	51.5379	68.0757
b3616	tdh	3791345	-1	8.6015	11.9063	12.8211	19.0602	14.0406
b3617	kbl	3792551	-1	18.1722	19.4103	14.6224	14.7968	19.5718
b3618	yibB	3793683	-1	-	-	-	-	-
b3619	hldD	3793987	1	5.20936	9.304910000000001	9.00657	7.77457	-
b3620	waaF	3794929	1	-	-	-	-	-
b3621	waaC	3795979	1	-	6.00317	-	5.01585	-
b3622	waaL	3796948	1	24.1084	18.1096	6.25162	8.652339999999999	9.78589
b3623	waaU	3799312	-1	183.175	168.58900000000003	103.62799999999999	119.87899999999999	135.159
b3624	waaZ	3800196	-1	140.531	144.977	64.3175	131.415	137.71200000000002
b3625	waaY	3800965	-1	53.7896	103.655	86.3571	100.568	95.1642
b3626	waaR	3801999	-1	97.2817	106.256	100.979	163.893	130.053
b3627	waaO	3803058	-1	12.7205	8.80465	5.29798	7.52378	6.3821
b3628	waaB	3804137	-1	5.20936	11.9063	-	12.665	15.8843
b3629	waaS	3805116	-1	5.5728	5.10269	-	-	-
b3630	waaP	3805950	-1	55.4857	86.3456	92.1848	101.446	109.06299999999999
b3631	waaG	3807067	-1	27.7429	31.4166	22.4634	17.9317	16.8771
b3632	waaQ	3808098	-1	27.016	19.1101	19.2846	15.6745	18.8627
b3633	waaA	3808540	1	-	-	-	-	-
b3634	coaD	3809825	1	46.7631	73.4388	70.9929	116.995	100.554
b3635	mutM	3811152	-1	-	-	-	-	-
b3636	rpmG	3811417	-1	126.721	133.47	109.244	100.819	82.2582
b3637	rpmB	3811674	-1	679.76	544.387	572.818	493.05800000000005	507.731
b3638	yicR	3812559	-1	13.6897	31.8168	18.437	55.6759	38.2926
b3639	dfp	3812731	1	-	-	-	-	-
b3640	dut	3813932	1	5.3305	-	-	-	-
b3641	slmA	3814494	1	135.928	125.766	117.509	96.6805	119.416
b3642	pyrE	3815768	-1	-	-	-	-	-
b3643	rph	3816549	-1	21.9278	28.7152	38.9931	24.2015	28.0812
b3643	rph	3815881	-1	-	-	-	-	-
b3644	yicC	3816676	1	5.93624	8.104280000000001	8.37081	7.52378	9.78589
b3645	dinD	3817760	1	508.82099999999997	407.015	555.864	438.88699999999994	446.889
b3646	yicG	3818874	1	242.53799999999998	233.22299999999998	283.336	244.523	255.851
b3647	ligB	3821170	-1	70.7503	57.6304	68.132	66.46	49.2131
b3648	gmk	3821428	1	-	6.30333	-	-	-
b3649	rpoZ	3822106	1	19.1414	16.7088	14.1986	16.4269	12.905999999999999
b3650	spoT	3822400	1	-	-	-	-	-
b3651	trmH	3824515	1	20.2317	22.1117	8.05293	21.191999999999997	13.1897
b3652	recG	3825210	1	-	-	-	-	-
b3653	gltS	3828665	-1	91.1032	102.354	49.1653	52.1648	86.7966
b3654	xanP	3828945	1	6.78428	10.3054	16.8476	14.1698	12.905999999999999
b3655	yicH	3830457	1	57.0606	67.1355	119.734	82.2599	76.4434
b3656	yicI	3834537	-1	818.959	478.853	618.38	332.175	431.99699999999996
b3657	yicJ	3835929	-1	169.24400000000003	151.18	194.33	193.236	189.05200000000002
b4653	yicT	3836425	1	-	-	5.72182	-	-
b3659	setC	3836953	1	6.541980000000001	7.2038	5.40394	5.14125	-
b3660	yicL	3838248	1	131.567	199.705	184.264	240.886	278.685
b3661	nlpA	3839993	-1	120.179	217.915	88.0524	206.02599999999998	229.046
b4555	yicS	3840215	1	-	-	-	-	-
b3662	nepI	3841739	-1	12.7205	12.7067	8.15889	8.025360000000001	5.8148
b3663	yicN	3842402	-1	6.90543	6.103219999999999	8.26485	8.52695	9.502239999999999
b3664	adeQ	3843789	-1	25.441	27.5145	14.1986	22.1951	16.4516
b3665	adeD	3843964	1	-	5.803059999999999	-	7.147589999999999	8.65129
b3666	uhpT	3847167	-1	8.48035	9.40497	8.05293	10.6587	8.08399
b3667	uhpC	3848624	-1	22.8969	29.3155	28.1853	36.3649	37.5835
b3668	uhpB	3850136	-1	-	-	-	-	-
b3669	uhpA	3850726	-1	-	-	-	-	-
b3670	ilvN	3851092	-1	32.3465	33.1175	34.013000000000005	31.0983	27.9394
b3671	ilvB	3852784	-1	15.0223	20.1106	16.4237	19.938	21.4155
b3672	ivbL	3852988	-1	-	-	-	-	-
b4618	tisB	3853553	1	11.0245	7.804119999999999	6.46354	7.39838	6.66575
b3673	emrD	3853922	1	19.6259	28.1148	13.3509	20.6904	32.336
b3674	yidF	3855611	-1	396.153	200.50599999999997	247.204	196.245	284.642
b3675	yidG	3855970	-1	-	-	-	-	-
b3676	yidH	3856307	-1	342.36400000000003	463.345	490.805	577.45	454.973
b3677	yidI	3856415	1	558.976	450.038	756.975	493.05800000000005	443.769
b3678	yidJ	3858404	-1	8.23805	11.0058	7.20525	10.1571	8.22582
b3679	yidK	3860116	-1	261.195	320.97	285.879	375.311	402.781
b3680	yidL	3860283	1	169.84900000000002	130.469	223.045	118.75	99.8444
b4556	glvG	3861987	-1	799.3330000000001	884.467	768.525	854.701	890.799
b3683	glvC	3863603	-1	1091.54	1194.63	1011.6	977.5889999999999	1189.48
b3684	yidP	3863899	1	-	-	-	-	-
b3685	yidE	3866273	-1	122.117	120.86399999999999	111.89299999999999	93.1694	113.601
b3686	ibpB	3866897	-1	107.21600000000001	91.5483	73.1121	61.695	77.578
b3687	ibpA	3867422	-1	79.473	99.1524	53.5096	63.5759	98.0007
b3688	yidQ	3867728	1	18.2933	48.0254	20.4502	64.8299	63.9628
b3689	yidR	3869309	-1	-	-	-	-	-
b3690	cbrA	3869377	1	101.64299999999999	131.67	132.661	172.796	169.48
b3691	dgoT	3871730	-1	345.514	341.78	412.395	335.811	336.408
b4478	dgoD	3872998	-1	54.5165	79.0417	84.4498	95.9281	95.306
b4477	dgoA	3873612	-1	82.0171	100.95299999999999	99.0722	98.6869	107.928
b3693	dgoK	3874474	-1	90.134	76.0402	52.0262	46.6474	67.7921
b4479	dgoR	3875160	-1	57.6664	43.523	27.9733	24.2015	30.0668
b3696	yidX	3875438	1	39.6153	64.9343	46.3043	51.2871	66.232
b3697	yidA	3876952	-1	62.3911	74.2392	69.8274	74.8616	82.8255
b3698	yidB	3877465	-1	71.9618	66.7352	73.7479	69.0933	60.1336
b3699	gyrB	3880119	-1	117.99799999999999	162.386	106.595	142.826	161.53799999999998
b3700	recF	3881221	-1	-	-	-	-	-
b3701	dnaN	3882321	-1	-	-	-	-	-
b3702	dnaA	3883729	-1	-	-	-	-	-
b3703	rpmH	3884336	1	98.6143	145.67700000000002	91.867	125.145	112.609
b3704	rnpA	3884493	1	-	-	-	-	-
b4557	yidD	3884816	1	-	-	-	-	-
b3705	yidC	3885076	1	5.8151	10.5055	5.827780000000001	10.6587	7.23305
b3706	mnmE	3886828	1	283.365	320.869	242.753	234.993	318.112
b3707	tnaC	3888435	1	35.0117	27.2144	22.0396	19.1856	21.1318
b3708	tnaA	3888730	1	44.0978	86.8459	43.4434	95.5519	124.238
b3709	tnaB	3890236	1	80.321	94.3498	80.3174	104.58	74.0324
b3710	mdtL	3891615	1	-	-	-	-	-
b3711	yidZ	3892765	1	-	-	-	-	-
b3712	yieE	3893881	1	-	5.00264	-	-	6.24028
b3713	chrR	3894652	1	164.519	210.611	192.423	216.685	195.576
b3714	adeP	3896609	-1	182.449	127.868	101.191	63.5759	86.7966
b3715	yieH	3896774	1	157.00799999999998	173.792	142.72799999999998	212.547	184.372
b3716	cbrB	3897506	1	184.387	122.165	129.8	89.7837	93.4623
b3717	cbrC	3898022	1	9.57068	8.7046	10.8079	8.15076	6.5239199999999995
b3718	yieK	3899393	-1	38.1616	57.4303	22.6754	52.9172	48.0785
b3719	yieL	3900577	-1	286.393	765.204	424.156	865.7360000000001	927.674
b3720	bglH	3902220	-1	261.8	301.85900000000004	274.223	266.718	295.562
b3721	bglB	3903701	-1	31.7407	64.5341	19.3906	47.9014	56.3043
b3722	bglF	3905597	-1	5.20936	-	-	-	-
b3723	bglG	3906567	-1	-	-	-	6.52061	-
b3724	phoU	3907578	-1	749.905	608.4209999999999	668.181	649.803	669.553
b3725	pstB	3908366	-1	261.8	233.72299999999998	180.025	149.59799999999998	194.299
b3726	pstA	3909439	-1	-	-	-	-	-
b3727	pstC	3910398	-1	-	-	-	-	-
b3728	pstS	3911525	-1	5.20936	7.0037	10.2781	8.15076	6.09845
b3729	glmS	3913668	-1	-	-	-	-	-
b3730	glmU	3915200	-1	85.6515	131.569	81.5889	162.514	161.68
b3731	atpC	3915972	-1	270.52299999999997	309.563	438.037	444.781	412.425
b3732	atpD	3917375	-1	187.173	292.454	222.93900000000002	303.584	355.55400000000003
b3733	atpG	3918265	-1	9.57068	16.4087	15.5761	24.3269	22.9756
b3734	atpA	3919857	-1	64.0872	59.1312	67.4963	42.3839	44.9583
b3735	atpH	3920403	-1	106.852	83.1439	139.231	77.3695	65.0974
b3736	atpF	3920888	-1	40.8268	58.0306	65.2711	48.403	41.2709
b3737	atpE	3921189	-1	757.295	520.975	632.4730000000001	563.9069999999999	525.601
b3738	atpB	3922051	-1	42.7652	41.8221	23.629	31.5999	61.5518
b3739	atpI	3922440	-1	-	-	-	-	-
b3740	rsmG	3923680	-1	9.207230000000001	7.50396	-	5.39204	5.53115
b3741	mnmG	3925633	-1	34.7694	29.8157	25.3243	29.0919	24.9611
b3742	mioC	3926455	-1	-	-	-	-	-
b3743	asnC	3927003	-1	-	10.0053	-	10.7841	10.0695
b3744	asnA	3927155	1	387.431	437.33099999999996	298.488	313.867	299.39099999999996
b3745	viaA	3929603	-1	-	-	-	-	-
b3746	ravA	3931093	-1	-	-	-	-	-
b3747	kup	3931316	1	34.7694	48.6257	28.715	37.4935	55.736999999999995
b3748	rbsD	3933351	1	334.36800000000005	328.67400000000004	287.468	323.64799999999997	302.228
b3749	rbsA	3933778	1	-	-	-	-	-
b3750	rbsC	3935288	1	636.1469999999999	409.916	539.758	339.19699999999995	348.463
b3751	rbsB	3936278	1	214.43200000000002	425.125	272.10400000000004	436.254	363.92199999999997
b3752	rbsK	3937294	1	-	-	-	-	-
b3753	rbsR	3938227	1	-	6.60349	5.72182	7.77457	5.38933
b3754	hsrA	3940612	-1	13.4474	20.811	13.4569	20.9412	22.1246
b3755	yieP	3941327	-1	5.45165	13.1069	-	8.652339999999999	7.800339999999999
b4480	hdfR	3947967	-1	1363.4	1516.1	1174.24	1940.51	1994.9
b3764	yifE	3948086	1	17.3241	17.4092	15.3641	16.6777	12.7642
b3765	yifB	3949969	-1	286.03	292.454	397.98400000000004	301.453	325.203
b3766	ilvL	3950322	1	-	-	-	-	-
b4669	ilvX	3950507	1	155.069	115.26100000000001	184.476	110.34899999999999	149.483
b4488	ilvG	3950560	1	-	-	-	-	-
b4488	ilvG	3951542	1	-	-	-	-	-
b3769	ilvM	3952201	1	580.419	372.49699999999996	578.751	323.522	392.00300000000004
b3770	ilvE	3952484	1	47.9745	69.4367	53.6156	63.1997	56.7298
b3771	ilvD	3953478	1	23.0181	31.8168	31.2581	19.8126	16.168
b3772	ilvA	3955331	1	-	-	-	-	-
b3773	ilvY	3957820	-1	18.2933	38.2202	32.8475	50.6601	38.4344
b3774	ilvC	3957970	1	50.2763	77.0407	76.2909	95.3012	88.9239
b3775	ppiC	3959813	-1	28.712	43.0227	43.6554	57.4315	46.0929
b3777	yifN	3960460	-1	56.576	84.8448	87.6286	99.06299999999999	85.0947
b3777	yifN	3960254	-1	-	-	-	-	-
b3778	rep	3960677	1	5.08821	5.00264	5.72182	5.517440000000001	5.10568
b3779	gpp	3964229	-1	72.4464	77.3408	91.76100000000001	99.9408	81.9745
b3780	rhlB	3965630	-1	146.347	183.597	133.191	163.642	156.716
b3781	trxA	3965761	1	86.015	67.0354	52.6619	39.7506	59.4244
b3783	rho	3966417	1	33.1945	51.6273	28.3972	39.4998	37.4417
b3784	wecA	3967916	1	847.671	722.081	749.77	734.32	699.762
b3785	wzzE	3969031	1	-	-	-	-	-
b3786	wecB	3970133	1	95.2222	54.7289	54.4632	46.522	62.2609
b3787	wecC	3971260	1	34.1637	56.5299	46.5163	81.2568	56.0207
b3788	rffG	3972522	1	192.50400000000002	192.502	288.952	175.80599999999998	163.382
b3789	rffH	3973608	1	8.48035	9.10481	9.53636	12.038	9.644060000000001
b3790	wecD	3974467	1	-	-	-	-	-
b3791	wecE	3975146	1	-	-	-	-	-
b3792	wzxE	3976278	1	-	-	-	-	5.53115
b4481	wecF	3977525	1	8.84379	7.403910000000001	9.11252	9.15393	10.6368
b3793	wzyE	3978601	1	-	-	-	-	-
b3794	wecG	3979956	1	127.69	139.173	103.417	121.634	109.772
b3795	yifK	3980887	1	437.949	422.32300000000004	539.6519999999999	467.728	472.843
b3800	aslB	3982958	1	44.5824	34.6183	36.8739	34.3586	35.8816
b3801	aslA	3986007	-1	7.0265699999999995	10.2054	-	6.39521	6.80757
b3802	hemY	3987882	-1	-	-	-	-	-
b3803	hemX	3989066	-1	32.7099	40.4213	17.6953	44.0141	51.0568
b3804	hemD	3989828	-1	-	5.40285	-	9.02853	7.09122
b3805	hemC	3990766	-1	108.54799999999999	84.8448	111.152	101.069	112.041
b3806	cyaA	3991153	1	-	-	-	-	-
b3807	cyaY	3994059	-1	106.852	87.8464	67.4963	84.1409	75.5924
b4558	yifL	3994522	1	46.6419	64.5341	51.4964	56.3029	61.8355
b3809	dapF	3994762	1	15.8704	17.6093	13.6688	19.0602	23.2592
b3810	yigA	3995583	1	121.51100000000001	100.65299999999999	149.933	80.6298	82.6836
b3811	xerC	3996287	1	-	-	-	-	-
b3812	yigB	3997183	1	-	-	-	-	-
b3813	uvrD	3997983	1	-	-	-	-	-
b4482	yigE	4001056	-1	-	-	-	-	-
b3816	corA	4001426	1	34.0425	39.6209	42.3838	47.9014	48.2203
b3817	yigF	4002799	-1	207.89	69.4367	42.8077	33.9824	72.1886
b3818	yigG	4003193	-1	8.23805	14.8078	5.40394	18.8094	16.168
b3819	rarD	4004178	-1	-	6.90365	6.99333	9.15393	8.93494
b3820	yigI	4004697	-1	-	-	-	-	-
b3821	pldA	4004862	1	94.9799	134.471	235.86599999999999	142.19899999999998	97.71700000000001
b3822	recQ	4005864	1	-	-	-	-	-
b3823	rhtC	4007757	1	6.541980000000001	9.90523	10.2781	10.6587	7.800339999999999
b3824	rhtB	4009059	-1	92.6781	66.235	91.76100000000001	74.7362	80.2726
b3825	pldB	4009170	1	-	-	-	-	-
b3826	yigL	4010200	1	5.45165	8.20433	7.73505	-	-
b3827	yigM	4011076	1	-	-	-	-	-
b3828	metR	4012816	-1	50.3975	86.7458	54.1454	99.9408	117.147
b3829	metE	4013053	1	914.545	815.2310000000001	1939.38	556.759	585.735
b3830	ysgA	4016169	-1	272.461	394.208	242.012	390.35900000000004	363.63800000000003
b3831	udp	4016431	1	1113.23	1162.11	863.465	930.942	1052.48
b3832	rmuC	4017333	1	74.3848	93.3493	133.721	141.94899999999998	117.714
b3833	ubiE	4018855	1	212.13	309.063	231.31	340.075	331.30199999999996
b3834	ubiJ	4019624	1	12.5994	13.7072	20.1323	15.6745	12.3387
b3835	ubiB	4020226	1	-	-	-	5.76823	6.3821
b3836	tatA	4021945	1	66.2679	54.6288	39.0991	38.4966	59.8499
b3838	tatB	4022218	1	-	-	-	-	-
b3839	tatC	4022736	1	100.432	50.6267	50.1189	25.33	40.2781
b4483	tatD	4023554	1	393.852	301.85900000000004	406.885	318.506	353.426
b3842	rfaH	4024821	-1	12.5994	10.1053	8.26485	6.144419999999999	11.0623
b3843	ubiD	4024988	1	7.63231	17.6093	11.6556	22.0697	20.1391
b3844	fre	4026527	1	41.6748	35.3187	20.4502	34.6094	29.2158
b3845	fadA	4028772	-1	28.9543	46.0243	33.9071	71.7267	51.7659
b3846	fadB	4030971	-1	236.602	275.746	242.118	279.508	249.895
b3847	pepQ	4031161	1	115.696	130.469	129.695	107.088	111.616
b3848	yigZ	4032492	1	-	-	-	-	-
b3849	trkH	4033145	1	-	7.90417	6.0397	12.038	8.79312
b3850	hemG	4034608	1	61.9065	37.5198	55.6288	31.2237	36.1652
b3856	mobB	4041433	-1	-	-	-	-	-
b3857	mobA	4041999	-1	241.56900000000002	276.44599999999997	204.29	233.989	237.41400000000002
b3858	yihD	4042069	1	86.015	104.955	82.6485	82.3853	90.0585
b3859	srkA	4042415	1	12.2359	12.1064	14.3045	20.9412	18.2954
b3860	dsbA	4043418	1	30.5292	41.5219	55.7347	56.0521	45.9511
b3861	yihF	4044199	1	29.9235	27.7146	19.4966	16.0507	19.9972
b3862	yihG	4046602	-1	-	-	-	-	-
b3863	polA	4046966	1	-	-	-	-	-
b3865	yihA	4050765	-1	81.2902	47.5251	57.2182	37.8697	41.8382
b3866	yihI	4051347	1	-	-	-	-	-
b3867	hemN	4052045	1	15.5069	11.6061	13.7747	18.9348	16.8771
b4686	yshB	4053757	-1	-	6.30333	9.21848	7.64917	5.8148
b3868	glnG	4055278	-1	-	-	-	-	-
b3869	glnL	4056339	-1	-	-	-	-	-
b3870	glnA	4058034	-1	78.6249	72.9385	90.4895	68.4664	62.5446
b3871	typA	4058407	1	7.995760000000001	8.00423	6.569489999999999	8.27615	7.94217
b3872	yihL	4060447	1	8.84379	10.0053	11.2317	9.15393	9.502239999999999
b3873	yihM	4061165	1	27.7429	26.9142	13.7747	20.1888	29.925
b3874	yihN	4062247	1	17.0818	19.8105	16.9535	18.0571	16.168
b3875	ompL	4064295	-1	132.778	78.6415	89.7478	68.0902	69.494
b3876	yihO	4065766	-1	-	-	-	-	-
b3877	yihP	4067194	-1	50.7609	40.8216	43.2315	26.2078	32.1941
b3878	yihQ	4069276	-1	190.687	138.57299999999998	165.933	111.603	124.664
b3879	yihR	4070401	-1	-	-	-	-	-
b3880	yihS	4071756	-1	169.24400000000003	107.85700000000001	129.906	83.2631	108.212
b3881	yihT	4072651	-1	87.3476	80.3424	82.7544	67.3378	56.8716
b3882	yihU	4073571	-1	24.7142	19.4103	22.9932	28.2142	33.4706
b3883	yihV	4073739	1	45.067	32.9174	33.3773	39.249	36.7325
b3884	yihW	4074669	1	-	-	-	-	-
b3885	yihX	4075553	1	145.499	139.974	146.012	128.406	97.4334
b3886	yihY	4076146	1	-	-	-	-	-
b3887	dtd	4077015	1	101.885	74.8395	48.2116	52.2902	48.9294
b3888	yiiD	4077449	1	-	-	-	-	-
b3889	yiiE	4079297	1	112.546	112.15899999999999	101.509	114.863	127.78399999999999
b3890	yiiF	4079751	1	5.45165	8.20433	7.311210000000001	12.038	7.94217
b3891	fdhE	4081228	-1	8.48035	5.10269	-	-	6.09845
b3892	fdoI	4081860	-1	68.6908	40.6215	61.3506	59.4378	43.9656
